Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Refrigeration:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),InteriorEquipment:Gas [J](Hourly),WaterSystems:Gas [J](Hourly),HeatRejection:EnergyTransfer [J](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),WaterSystems:EnergyTransfer [J](Hourly),Refrigeration:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),CoolingCoils:EnergyTransfer [J](Hourly) 
 01/19  18:00:00,1505055369.728769,0.0,0.0,963113651.9999994,78746400.0,191659478.4,254313066.00440527,3501666.529982552,13721106.794382342,4902983962.157359,4720464805.458361,17403336.0,165115820.6989976,0.0,51924695.40576737,709391504.8251088,122815021.58836083,33785390.436290059,3599755173.4450857,0.0 
 01/19  19:00:00,1505106922.3976444,0.0,0.0,963113651.9999994,78746400.0,191659478.4,254313066.00440527,3555672.291393703,13718653.701846477,4946390944.115906,4763135410.04368,17403336.0,165852198.0722247,0.0,61232546.09135107,695083769.685914,136083352.97533406,33770897.79913187,3621480918.9698159,0.0 
 01/19  20:00:00,1506563418.4001368,0.0,0.0,963113651.9999994,78746400.0,191659478.4,254313066.00440527,3462367.3131674008,15268454.682565043,4876110714.667169,4794489437.165155,17403336.0,64217941.502013597,0.0,67102350.96326698,677202052.0417538,36856800.12000616,40398751.43484148,3644663384.997369,0.0 
 01/19  21:00:00,1506612963.8120015,0.0,0.0,963113651.9999994,78746400.0,191659478.4,254313066.00440527,3618610.6539246856,15161756.75367264,4998977500.529695,4949477638.025252,17403336.0,32096526.504442347,0.0,95951910.49867447,665196156.5005667,32433959.686906894,39930023.91776579,3757163445.6010239,0.0 
 01/19  22:00:00,476481999.9031073,0.0,0.0,189733389.44400008,78746400.0,189143078.4,5817011.146993412,67787.63392660929,12974333.278187082,61052467.96617782,11549221.28012411,17403336.0,32099910.686053717,0.0,9721481.55106092,61222547.48271005,32434006.639007547,36068887.72407487,14276401.841655046,0.0 
 01/19  23:00:00,480232269.1429434,0.0,0.0,189733389.44400008,78746400.0,189143078.4,10273379.458092669,75175.7545119893,12260846.086338615,71706563.17094575,22358776.08993998,17403336.0,31944451.081005768,0.0,16836536.989239236,94360561.22494298,17691276.733847795,33638812.9441683,27738864.13867586,0.0 
 01/19  24:00:00,490573477.90487709,0.0,0.0,189733389.44400008,78746400.0,189143078.4,16580614.952326194,148486.2486120097,16221508.859938788,108675332.5332839,59374809.15298476,17403336.0,31897187.38029913,0.0,34022898.65691792,136837181.84272815,13268458.047815199,39227676.85010689,58102845.19101905,0.0 
 01/20  01:00:00,488032515.8521919,0.0,0.0,189733389.44400008,78746400.0,189143078.4,17751160.717513384,201609.59728036176,12456877.693398055,111562654.10790001,94087318.10790003,17403336.0,72000.0,0.0,56558333.98902713,132054840.91493896,7379990.753567704,34770488.62521227,85830583.58676705,0.0 
 01/20  02:00:00,502332790.832791,0.0,0.0,189733389.44400008,78746400.0,189143078.4,32021526.87743566,253639.16329218623,12434756.94806303,158773934.6655298,141298598.6655298,17403336.0,72000.0,0.0,88556007.88811136,106732550.59105489,7379990.753756624,34637228.14233939,111446138.00568594,0.0 
 01/20  03:00:00,531054067.0073113,0.0,0.0,189733389.44400008,78746400.0,189143078.4,60676301.988089818,344640.1440795192,12410257.0311419,251225677.40786226,201987312.4374915,17403336.0,31835028.970370749,0.0,129285390.66644413,84403929.36146677,7379990.753477263,34491585.89129016,161761289.47243799,0.0 
 01/20  04:00:00,535375949.1290152,0.0,0.0,189733389.44400008,78746400.0,189143078.4,64971136.75627269,402604.50173054207,12379340.027011894,277061605.9034568,259586269.9034568,17403336.0,72000.0,0.0,160912654.52365417,70502729.26866073,7379990.753750577,34308180.05804829,192654026.0158912,0.0 
 01/20  05:00:00,553899651.2410869,0.0,0.0,189733389.44400008,78746400.0,189143078.4,75705159.3212491,558941.5293851059,20012682.54645255,365255353.123072,347780017.123072,17403336.0,72000.0,0.0,214829221.48751188,69856622.25220455,7379990.75376132,66856210.77041958,244225448.5702333,0.0 
 01/20  06:00:00,537360531.9518297,0.0,0.0,189733389.44400008,78746400.0,189143078.4,60427266.64151987,550366.402635647,18760031.06367409,398693660.3153532,349455161.63606098,17403336.0,31835162.679292256,0.0,217403479.20482976,64532709.82305262,7379990.753631566,61462884.74655488,249979350.51945169,0.0 
 01/20  07:00:00,749462045.605443,0.0,0.0,189733389.44400008,78746400.0,191659478.4,254313066.00440527,19486274.834197195,15523436.922840594,9003496627.77502,8986021291.77502,17403336.0,72000.0,0.0,2117019919.3050705,59849491.56122494,7379990.7425690949,47120464.706903848,6597078148.291514,0.0 
 01/20  08:00:00,1456050739.999288,0.0,0.0,963113651.9999994,26248800.0,191659478.4,254313066.00440527,6591459.323358903,14124284.27152506,7153383515.234983,7038318733.809471,17403336.0,97661445.42551443,0.0,902672315.6761794,80484999.47915483,79685630.52092844,36232735.66057191,5402458084.041165,0.0 
 01/20  09:00:00,1760552261.1602712,0.0,0.0,963113651.9999994,0.0,524349514.9186813,254313066.00440527,4368893.727433373,14407134.509751695,6170627488.340359,5908814221.132509,130525020.0,131288247.20784796,0.0,179525060.2244475,280636505.05399867,104287932.78649393,37876309.10850043,4491389782.469401,0.0 
 01/20  10:00:00,1760420437.5651718,0.0,5588.385435751902,963113651.9999994,0.0,524349514.9186813,254313066.00440527,4036334.794616778,14602281.46203294,5944238574.90075,5614252821.319796,130525020.0,199460733.58095534,0.0,114653384.81093017,363784051.2273793,142665189.63856728,39034791.5632215,4277787852.807851,53719.60848023778 
 01/20  11:00:00,1781775814.8534494,0.0,3934.5123541704326,963113651.9999994,0.0,545953921.3186814,254313066.00440527,3714048.394161272,14677192.623847742,5679107396.770009,5338603306.129266,174033360.00000004,166470730.64074333,0.0,74726948.97384738,422964283.1464697,147092730.14670564,39458049.002571318,4072781073.957659,36765.13899614983 
 01/20  12:00:00,1785367153.3985658,0.0,0.0,963113651.9999994,0.0,545953921.3186814,254313066.00440527,3571129.0518836819,18415385.02359561,5492130380.875445,5083971728.2365269,174033360.00000004,234125292.63891823,0.0,49525079.37678436,555343200.7620913,160377146.71298287,43763456.40472013,3877190661.6168386,0.0 
 01/20  13:00:00,1781454776.0946046,0.0,0.0,963113651.9999994,0.0,545953921.3186814,254313066.00440527,3369027.965203202,14705108.806314908,5272592227.096334,4897182980.753456,174033360.00000004,201375886.34287865,0.0,27893165.235734166,606206129.6417178,170709159.66302393,39584345.265699449,3740282318.049821,0.0 
 01/20  14:00:00,1759581498.7510429,0.0,0.0,963113651.9999994,0.0,524349514.9186813,254313066.00440527,2956949.425477585,14848316.402479155,4968331189.070872,4645854764.592121,87016680.00000002,235459744.478751,0.0,2858552.6333965996,601017216.2413977,176613099.71865864,40471381.19985341,3557521708.8110826,0.0 
 01/20  15:00:00,1759196099.403967,0.0,0.0,963113651.9999994,0.0,524349514.9186813,254313066.00440527,2513261.6755018068,14906604.80537856,4566774083.28693,4289909895.921181,87016680.00000002,189847507.3657487,0.0,0.0,656278250.0553515,144141149.5599982,40542126.29153983,3290944561.707383,0.0 
 01/20  16:00:00,1730699210.7746208,0.0,0.0,963113651.9999994,0.0,496207971.0593406,254313066.00440527,2262117.5649762267,14802404.145898933,4065919458.6068427,3872107000.367904,17403336.0,176409122.23893819,0.0,1802739.3715651066,820074698.5671856,150043900.6325665,39557112.864582549,2968264795.6621625,0.0 
 01/20  17:00:00,1739065565.124725,0.0,0.0,963113651.9999994,26248800.0,478868630.4,254313066.00440527,2673585.911375076,13847830.808945107,4029080263.57073,3846553468.856916,17403336.0,165123458.71381469,0.0,6351256.837052255,1061360569.4677026,122969701.88566491,34302427.08379605,2925700800.699964,0.0 
 01/20  18:00:00,1505132552.7520557,0.0,0.0,963113651.9999994,78746400.0,191659478.4,254313066.00440527,3584595.184142429,13715361.16350869,4986752717.746526,4804224694.023939,17403336.0,165124687.7225873,0.0,36194599.99449691,730369953.1306329,122969704.98032674,33749607.796242889,3654220124.701579,0.0 
 01/20  19:00:00,1505460131.4025079,0.0,0.0,963113651.9999994,78746400.0,191659478.4,254313066.00440527,3929871.140300731,13697663.857802717,5232580411.897031,5049307654.035622,17403336.0,165869421.86140979,0.0,52192343.13427837,694478130.1525219,136253887.09640385,33645560.128380049,3839978749.5047585,0.0 
 01/20  20:00:00,1505397021.7258492,0.0,0.0,963113651.9999994,78746400.0,191659478.4,254313066.00440527,3849412.336885499,13715012.984559117,5171473566.324141,5089849224.438553,17403336.0,64221005.885588187,0.0,61553859.87428385,673738047.9641874,36899908.47085649,33744815.71525902,3869976740.946443,0.0 
 01/20  21:00:00,1505179035.0074788,0.0,0.0,963113651.9999994,78746400.0,191659478.4,254313066.00440527,3616332.986331787,13730105.616742654,4989567266.032917,4940065820.44047,17403336.0,32098109.59244716,0.0,85659173.69284988,673549456.6089432,32471918.75442551,33831013.65891963,3763452436.499915,0.0 
 01/20  22:00:00,475393747.31083616,0.0,0.0,189733389.44400008,78746400.0,189143078.4,5817011.146993412,70511.99920335578,11883356.320639238,62309507.10827723,12804670.14120451,17403336.0,32101500.96707271,0.0,10689873.556002103,61172826.280683878,32471956.928021186,31439874.09433618,15321891.888900586,0.0 
 01/20  23:00:00,476747067.6916261,0.0,0.0,189733389.44400008,78746400.0,189143078.4,6783748.203696336,65730.9887918286,12274720.655137813,67759950.25802662,18414861.0819296,17403336.0,31941753.176097003,0.0,13179057.068287986,64068174.92007539,17711977.150766896,33717711.753268208,18943819.37776636,0.0 
 01/20  24:00:00,493046667.5860623,0.0,0.0,189733389.44400008,78746400.0,189143078.4,19073208.70546643,139807.88595175468,16210783.150644117,103396584.38939879,54095596.129894498,17403336.0,31897652.25950429,0.0,31638083.754411539,164511930.0718737,13283983.040164428,39166371.79772505,54096037.14975783,0.0 
 01/21  01:00:00,485450994.1029027,0.0,0.0,189733389.44400008,78746400.0,189143078.4,15258566.964373146,140319.43003569573,12429239.864493806,81030611.44123985,63555275.44123985,17403336.0,72000.0,0.0,34658658.39168678,117769008.80337294,4432975.234056875,34607802.85023661,58924155.30242759,160.0608188173444 
 01/21  02:00:00,489314633.5408269,0.0,0.0,189733389.44400008,78746400.0,189143078.4,19073208.70546643,219576.09819138784,12398980.893169012,124921540.6083898,107446204.60838978,17403336.0,72000.0,0.0,51372885.38905621,130893961.6964857,4432975.234140041,34427363.82852936,90661002.25647694,0.0 
 01/21  03:00:00,499191358.0838338,0.0,0.0,189733389.44400008,78746400.0,189143078.4,28983822.00891489,209399.0366732293,12375269.194245546,134729172.8725047,117253836.87250468,17403336.0,72000.0,0.0,69275463.76887262,91516483.38379887,4432975.234082079,34286260.168201949,97056755.96865946,0.0 
 01/21  04:00:00,529647020.42399409,0.0,0.0,189733389.44400008,78746400.0,189143078.4,59361182.67685791,307357.1156937257,12355612.7874424,239913763.51691929,190706456.5824052,17403336.0,31803970.934514088,0.0,118428562.92800039,97757498.57481037,4432975.234026814,34169228.798885468,151021460.0543147,0.0 
 01/21  05:00:00,527487590.464844,0.0,0.0,189733389.44400008,78746400.0,189143078.4,55673904.892431389,311532.13539388208,13879285.593018575,217002539.59043847,199527203.59043847,17403336.0,72000.0,0.0,118769098.80964448,67086014.15236673,4432975.234128922,40642668.96853887,150241023.76987646,0.0 
 01/21  06:00:00,527619104.7599808,0.0,0.0,189733389.44400008,78746400.0,189143078.4,55802504.959055718,428478.92615305099,13765253.030771938,302022913.5270527,284547577.5270527,17403336.0,72000.0,0.0,161147259.1705459,77186748.42529814,4432975.234198372,40129492.03990431,210877769.49169214,0.0 
 01/21  07:00:00,540848405.9753683,0.0,0.0,189733389.44400008,78746400.0,189143078.4,68923423.36668957,451782.5601203758,13850332.204558149,320794679.21666076,303319343.21666076,17403336.0,72000.0,0.0,180710689.0650574,58520480.19720409,4432975.234195639,41217687.49755576,206763200.51424969,287.541870748777 
 01/21  08:00:00,433622659.9174104,0.0,0.0,189733389.44400008,13124400.0,189143078.4,27969902.999971928,216571.79310837433,13435317.28033001,147316208.20948036,129840872.20948036,17403336.0,72000.0,0.0,46206068.72385558,93039416.9059648,4432975.23391245,39717137.177837129,107329744.62362936,0.0 
 01/21  09:00:00,407842955.68179526,0.0,0.0,189733389.44400008,0.0,189143078.4,15258566.964373146,116185.27312996134,13591735.600291986,121985923.60995829,72779091.40463418,17403336.0,31803496.205324115,0.0,22745003.161264525,90974522.87049657,4432975.23410398,40027194.913214188,62321159.31697591,0.0 
 01/21  10:00:00,411933983.52331647,0.0,0.0,189733389.44400008,0.0,189143078.4,19073208.70546643,95006.79433220158,13889300.179517765,76269658.14359734,58794322.143597338,17403336.0,72000.0,0.0,16402678.724558434,134316222.32251588,7388292.039429878,40741163.491889897,51272923.86405873,0.0 
 01/21  11:00:00,404885944.7112101,0.0,0.0,189733389.44400008,0.0,189143078.4,11935108.626852826,89996.29488339114,13984371.9454738,102954762.5009406,21030447.915574206,17403336.0,64520978.5853664,0.0,6890074.203842594,101119222.92875168,50725532.5182499,40308385.97771202,18161133.785868676,0.0 
 01/21  12:00:00,401458315.0449119,0.0,0.0,189733389.44400008,0.0,189143078.4,5288191.951812193,39329.503664301534,17254325.745435299,58337290.21113411,8939446.956168142,17403336.0,31994507.254965966,0.0,3560839.858105286,47774829.91217521,22556322.52663291,43084263.63002499,7597971.449085241,0.0 
 01/21  13:00:00,396913931.4386712,0.0,0.0,189733389.44400008,0.0,189143078.4,3966143.9638591448,33090.76704276787,14038228.86376914,53965395.83989757,4569580.614613515,17403336.0,31992479.22528406,0.0,1882931.8195841588,38002846.34257357,22556324.195027748,39264383.88015173,3914785.3205397708,0.0 
 01/21  14:00:00,395942974.9069022,0.0,0.0,189733389.44400008,0.0,189143078.4,2644095.9759060966,26267.248658245124,14396143.838337742,51574651.67060512,2209862.6253821647,17403336.0,31961453.04522296,0.0,753747.490961384,25487149.122823657,19601009.317526565,40828035.760850008,1947524.6301058094,0.0 
 01/21  15:00:00,393542976.75341448,0.0,0.0,189733389.44400008,0.0,189143078.4,0.0,23095.08191952352,14643413.827494841,17475336.0,0.0,17403336.0,72000.0,0.0,0.0,0.0,19601007.711624586,41327923.9584013,0.0,0.0 
 01/21  16:00:00,393453660.17526319,0.0,0.0,189733389.44400008,0.0,189143078.4,0.0,23082.833268918806,14554109.497994123,49366570.67845787,0.0,17403336.0,31963234.67845788,0.0,0.0,0.0,19601007.2413255,40775301.86260859,0.0,0.0 
 01/21  17:00:00,418958855.18864199,0.0,0.0,189733389.44400008,26248800.0,189143078.4,0.0,5261.491596363774,13828325.853045479,17475336.0,0.0,17403336.0,72000.0,0.0,0.0,0.0,4432975.232210919,36498730.379848849,0.0,0.0 
 01/21  18:00:00,472477873.6196667,0.0,0.0,189733389.44400008,78746400.0,189143078.4,1322047.9879530483,7970.869862103007,13524986.917851432,51139043.577974747,1931727.975541001,17403336.0,31803979.602433735,0.0,919202.8524920864,13584333.334709736,4432975.2276889369,36395550.723895508,1513088.8825651215,0.0 
 01/21  19:00:00,476083240.2790324,0.0,0.0,189733389.44400008,78746400.0,189143078.4,5288191.951812193,15155.964432453053,13157024.518787682,24522963.04351274,7047627.043512741,17403336.0,72000.0,0.0,3123114.6629639219,49305896.50247945,4432975.233151018,36195945.8320124,5699305.675701249,0.0 
 01/21  20:00:00,489964022.8240967,0.0,0.0,189733389.44400008,78746400.0,189143078.4,17751160.717513384,50902.405300738385,14539091.857282505,50074947.26318355,32599611.263183554,17403336.0,72000.0,0.0,10445328.63378333,149804634.4993444,4432975.234144143,42622080.54099639,26995225.887427425,0.0 
 01/21  21:00:00,488669768.0323169,0.0,0.0,189733389.44400008,78746400.0,189143078.4,16580614.952326192,63754.456965962374,14402530.77902466,59854571.23753767,42379235.23753767,17403336.0,72000.0,0.0,12846748.878677618,127284549.34866803,4432975.234124751,42091972.15979881,34788116.43011184,0.0 
 01/21  22:00:00,489243566.81668576,0.0,0.0,189733389.44400008,78746400.0,189143078.4,17751160.717513384,326814.5211658594,13542723.734006439,308343865.85854879,160199965.30980579,17403336.0,130740564.54874295,0.0,63379311.82230143,97347316.72133349,91107414.4333028,38352107.40796797,113379801.03710372,0.0 
 01/21  23:00:00,514072062.2457179,0.0,0.0,189733389.44400008,78746400.0,189143078.4,43810116.38445964,246578.90747555143,12392499.1097826,202231396.69227986,184756060.69227986,17403336.0,72000.0,0.0,92033111.44283012,76032180.28146827,4432975.234214673,33377093.19847624,131172528.13441909,0.0 
 01/21  24:00:00,522234396.033404,0.0,0.0,189733389.44400008,78746400.0,189143078.4,48411975.91078226,354286.59067093246,15845265.687950733,279118506.4950679,261643170.4950679,17403336.0,72000.0,0.0,126080299.69139895,64979248.81194997,4432975.234209681,36986795.772221568,179806434.4291315,358.0576821039215 
 01/22  01:00:00,525578527.58857718,0.0,0.0,189733389.44400008,78746400.0,189143078.4,55280295.999816719,355356.60663419487,12320007.138126107,308570670.4934571,259363384.7607525,17403336.0,31803949.73270458,0.0,133108258.0380963,55804064.42112589,4437760.222291155,33176398.591214315,180960843.4033761,1365.9853606979708 
 01/22  02:00:00,532133172.65020588,0.0,0.0,189733389.44400008,78746400.0,189143078.4,61725176.363373819,478009.8922649068,12307118.550567016,351921993.1559101,334446657.1559101,17403336.0,72000.0,0.0,175690762.9067286,56589653.03820919,4437760.222301972,33099987.947400519,224867388.26920445,0.0 
 01/22  03:00:00,537831180.8659362,0.0,0.0,189733389.44400008,78746400.0,189143078.4,67480940.09879089,460689.16438097369,12266683.758764182,343297478.29447886,325822142.29447886,17403336.0,72000.0,0.0,190526037.968491,51787800.429112058,4437760.222323771,33020491.32392276,227814218.46684624,0.0 
 01/22  04:00:00,529516469.73654356,0.0,0.0,189733389.44400008,78746400.0,189143078.4,59024327.08585549,661105.060944887,12208169.7457431,451958939.3448126,434483603.3448126,17403336.0,72000.0,0.0,235307770.1807085,50460376.17038157,4437760.222319775,32921631.748168418,289067806.71484366,0.0 
 01/22  05:00:00,541162212.7860973,0.0,0.0,189733389.44400008,78746400.0,189143078.4,69196596.97935862,623947.0833021945,13718800.879436408,413082178.09586098,395606842.09586098,17403336.0,72000.0,0.0,239626144.37256516,43916276.24166715,4437760.222314749,39413930.172717187,278968979.8497094,0.0 
 01/22  06:00:00,535488890.0427873,0.0,0.0,189733389.44400008,78746400.0,189143078.4,63440833.243941549,817524.2564403657,13607664.69840534,536828561.9196755,487621135.6604927,17403336.0,31804090.259182916,0.0,276563042.9971833,42114126.66759766,4437760.222275337,38918911.97786315,332219792.7103901,0.0 
 01/22  07:00:00,546592078.2856394,0.0,0.0,189733389.44400008,78746400.0,189143078.4,74534613.5560619,709714.4174535591,13724882.468123788,439371618.2655869,421896282.2655869,17403336.0,72000.0,0.0,267687868.19468538,38971827.01930606,4437760.222313755,40064608.03553923,306001629.22778066,0.0 
 01/22  08:00:00,444401623.08633819,0.0,0.0,189733389.44400008,13124400.0,189143078.4,38657453.175992909,457962.32758550505,13285339.738759753,285555500.020483,268080164.02048303,17403336.0,72000.0,0.0,143558811.32935218,53746723.51488197,4437760.222322029,38560338.516618009,209694178.4547171,0.0 
 01/22  09:00:00,438836179.3793944,0.0,0.0,189733389.44400008,0.0,189143078.4,46328349.5410737,333518.7119008378,13297843.282419704,235976125.2516673,218500789.2516673,17403336.0,72000.0,0.0,120979169.61606756,51096023.3079351,7396267.0370358689,38724934.08886516,177402300.3641945,0.0 
 01/22  10:00:00,414640729.83045259,0.0,0.0,189733389.44400008,0.0,189143078.4,22040302.91893268,321385.94931829607,13402573.118201446,265380034.30338357,216141600.65642277,17403336.0,31835097.646960789,0.0,89278683.04510446,57907258.79595402,7396267.036705313,39350955.6607995,165724376.94498409,0.0 
 01/22  11:00:00,409057356.95346638,0.0,0.0,189733389.44400008,0.0,189143078.4,16580614.95232619,243900.0641692781,13356374.092970781,214143694.32238765,132214578.87144283,17403336.0,64525779.450944829,0.0,50678377.06649954,83546553.33174163,50784423.890604209,38935966.00268173,101285034.74317971,0.0 
 01/22  12:00:00,413598366.3898952,0.0,0.0,189733389.44400008,0.0,189143078.4,17751160.717513384,201512.5893994472,16769225.23898229,177576048.91476626,128176617.2539937,17403336.0,31996095.660772545,0.0,48058595.97013363,106419318.00095155,22582123.13020056,41704192.479694079,95426453.5127114,0.0 
 01/22  13:00:00,408888058.578969,0.0,0.0,189733389.44400008,0.0,189143078.4,16580614.95232619,163071.79581667845,13267903.986826003,151223150.12621726,101823469.57011216,17403336.0,31996344.556105108,0.0,35373548.464924927,111051843.19413716,22582123.175064029,37895144.734994839,77684159.32167255,0.0 
 01/22  14:00:00,410362555.94090279,0.0,0.0,189733389.44400008,0.0,189143078.4,17751160.717513384,158598.66710424366,13576328.712285016,149444095.77935604,100044547.26501438,17403336.0,31996212.514341654,0.0,33047271.263404494,131647815.88713438,22582123.16701156,39486755.693797,75383706.73922482,0.0 
 01/22  15:00:00,407990484.40707668,0.0,0.0,189733389.44400008,0.0,189143078.4,15334318.075756073,102095.24000398594,13677603.247316495,78243631.34082231,60768295.34082231,17403336.0,72000.0,0.0,18770172.783308876,122198308.87690507,19623616.371669227,39979393.989908698,46632206.71788792,0.0 
 01/22  16:00:00,397810261.1581195,0.0,0.0,189733389.44400008,0.0,189143078.4,5288191.951812193,43645.011213891565,13601956.351093246,65267777.1558959,15906822.959625204,17403336.0,31957618.196270706,0.0,4542127.880512254,40074234.75431341,19623616.109646433,39391822.35704441,12258506.423963983,0.0 
 01/22  17:00:00,432094264.43234589,0.0,0.0,189733389.44400008,26248800.0,189143078.4,14088021.199185955,101146.13254409902,12779829.256615689,91910226.48433222,74434890.48433222,17403336.0,72000.0,0.0,24668588.18420314,98406596.68295269,4437760.221762731,35094204.182063329,53863838.421402,0.0 
 01/22  18:00:00,485672955.6647289,0.0,0.0,189733389.44400008,78746400.0,189143078.4,15258566.964373144,169514.6035983806,12622006.252757203,176894592.96004159,127687301.11161492,17403336.0,31803955.848426679,0.0,45547711.89042147,87755321.29150556,4437760.222249204,34939880.49413691,87667761.64167151,0.0 
 01/22  19:00:00,507349861.4763359,0.0,0.0,189733389.44400008,78746400.0,189143078.4,36866597.294477429,265055.2064958247,12595341.131362493,220086886.93603934,202611550.93603934,17403336.0,72000.0,0.0,89445484.09551627,94231824.89679152,4437760.220708132,34793675.33132674,138990906.23419676,0.0 
 01/22  20:00:00,518901411.7616211,0.0,0.0,189733389.44400008,78746400.0,189143078.4,46840892.57625926,318262.1414046795,14119389.199957096,257446670.8877018,239971334.8877018,17403336.0,72000.0,0.0,115955561.78099288,61369590.974180739,4437760.222319443,41271239.91354346,151949903.80631406,0.0 
 01/22  21:00:00,534630085.9340385,0.0,0.0,189733389.44400008,78746400.0,189143078.4,62554628.15285156,446583.8254446936,14006006.111742186,338943052.40639927,321467716.4063993,17403336.0,72000.0,0.0,161963770.24372597,54044364.44521344,4437760.222180713,40763827.76805019,223359716.3766688,0.0 
 01/22  22:00:00,545650506.5702037,0.0,0.0,189733389.44400008,78746400.0,189143078.4,73301660.33270549,1591590.9286776754,13134387.46482043,980584646.9522085,832443036.5487341,17403336.0,130738274.40347457,0.0,442993675.41930058,29859090.924428766,91214044.22132862,36939285.98925705,473881170.62465628,0.0 
 01/22  23:00:00,569171775.3876531,0.0,0.0,189733389.44400008,78746400.0,189143078.4,97893537.09830702,1690917.7929774787,11964452.6523685,871147927.45369,853672591.45369,17403336.0,72000.0,0.0,524663011.94672337,22312723.54037899,4437760.222287302,31848746.621494537,647532533.0564996,0.0 
 01/22  24:00:00,563588189.3996034,0.0,0.0,189733389.44400008,78746400.0,189143078.4,88460738.08091365,1985436.752476291,15519146.72221333,999876418.9079306,982401082.9079306,17403336.0,72000.0,0.0,551539182.8868477,15617352.53176852,4437760.222220711,35461817.04938416,655903157.5779824,0.0 
 01/23  01:00:00,573636528.7441012,0.0,0.0,189733389.44400008,78746400.0,189143078.4,101935957.83116251,2146304.449017373,11931398.619921335,1057091184.939001,1007852468.6808835,17403336.0,31835380.25811746,0.0,631549484.0430307,18434079.090725926,7403913.314192144,31653614.95293972,775422887.944809,161.18679305719176 
 01/23  02:00:00,563303234.2709911,0.0,0.0,189733389.44400008,78746400.0,189143078.4,91492553.63055527,2261276.7718765346,11926536.024559353,1098191865.69746,1080716529.69746,17403336.0,72000.0,0.0,616549352.8878943,14482235.123020065,7403913.326212842,31624893.803830539,733240424.7135674,0.0 
 01/23  03:00:00,575812587.5722678,0.0,0.0,189733389.44400008,78746400.0,189143078.4,103957168.19759026,2312070.809994669,11920480.720682702,1087309604.9501663,1069834268.9501661,17403336.0,72000.0,0.0,672248552.8777193,17928921.59391891,7403913.33158863,31588928.698485085,821147330.3294579,0.0 
 01/23  04:00:00,584580744.1182917,0.0,0.0,189733389.44400008,78746400.0,189143078.4,112461092.23312402,2585672.7809466558,11911111.260221083,1256515242.5446189,1207276547.276562,17403336.0,31835359.268056856,0.0,706363827.1251526,12886953.95912941,7403913.331921384,31533281.870168136,818906779.8891713,0.0 
 01/23  05:00:00,619887522.7513807,0.0,0.0,189733389.44400008,78746400.0,189143078.4,145894245.4027277,2933830.934309175,13436578.570343746,1330316234.7769616,1312840898.7769616,17403336.0,72000.0,0.0,844558889.5273447,13698550.430578977,7403913.331543949,38017936.601432289,1000060763.0600541,0.0 
 01/23  06:00:00,610615254.684425,0.0,0.0,189733389.44400008,78746400.0,189143078.4,136410612.33634983,3259383.729264749,13322390.774810365,1378172524.4522477,1360697188.4522477,17403336.0,72000.0,0.0,812611855.2105877,9253137.575239709,7403913.332313003,37504844.719219718,922209348.4456486,0.0 
 01/23  07:00:00,750949454.7176445,0.0,0.0,189733389.44400008,78746400.0,191659478.4,254313066.00440527,23691290.325159667,12805830.544079515,10880384684.98855,10831146218.262438,17403336.0,31835130.726112129,0.0,2621647018.0003015,29737589.439851494,7403913.327933177,35109362.412607479,8116434504.366468,0.0 
 01/23  08:00:00,1455385727.6132339,0.0,0.0,963113651.9999994,13124400.0,191659478.4,254313066.00440527,19231210.679545944,13943920.529283587,9731468937.87175,9616387428.158953,17403336.0,97678173.71279818,0.0,1747227340.901308,49768544.49321001,79962977.46071282,35188153.49974219,7273107611.034617,0.0 
 01/23  09:00:00,1763210503.8838225,0.0,0.0,963113651.9999994,0.0,524349514.9186813,254313066.00440527,7174969.8756030299,14259301.085132935,7598390519.641663,7336563245.228915,130525020.0,131302254.41274819,0.0,622410544.5066825,133635709.5999213,104642156.45295735,37017368.147685009,5620907442.459318,0.0 
 01/23  10:00:00,1761013273.0131665,0.0,0.0,963113651.9999994,0.0,524349514.9186813,254313066.00440527,4717780.696894257,14519259.39318614,6375723158.891623,6078965324.900359,130525020.0,166232813.9912644,0.0,288930539.94007858,206648719.6489051,143142679.71835468,38548587.408416438,4627070495.338301,0.0 
 01/23  11:00:00,1781567415.7512608,0.0,4125.460320525242,963113651.9999994,0.0,545953921.3186814,254313066.00440527,3550288.926937034,14632362.040916844,5628118378.824995,5254244819.878724,174033360.00000004,199840198.94627214,0.0,149183535.99193619,300619949.52764877,147585298.78412716,39190731.90384148,4010478880.375737,37214.70724722511 
 01/23  12:00:00,1784681097.9541686,0.0,0.0,963113651.9999994,0.0,545953921.3186814,254313066.00440527,2869356.8117490049,18431101.81933305,4952349725.229764,4577553191.3845009,174033360.00000004,200763173.8452638,0.0,49455671.03438696,449943703.9026037,160912551.34000696,43645171.976217489,3495514441.4644196,0.0 
