Date/Time,LGSTORE1:Zone Thermostat Heating Setpoint Temperature [C](Hourly),LGSTORE1:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),LGSTORE2:Zone Thermostat Heating Setpoint Temperature [C](Hourly),LGSTORE2:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),SMSTORE1:Zone Thermostat Heating Setpoint Temperature [C](Hourly),SMSTORE1:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),SMSTORE2:Zone Thermostat Heating Setpoint Temperature [C](Hourly),SMSTORE2:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),SMSTORE3:Zone Thermostat Heating Setpoint Temperature [C](Hourly),SMSTORE3:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),SMSTORE4:Zone Thermostat Heating Setpoint Temperature [C](Hourly),SMSTORE4:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),SMSTORE5:Zone Thermostat Heating Setpoint Temperature [C](Hourly),SMSTORE5:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),SMSTORE6:Zone Thermostat Heating Setpoint Temperature [C](Hourly),SMSTORE6:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),SMSTORE7:Zone Thermostat Heating Setpoint Temperature [C](Hourly),SMSTORE7:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),SMSTORE8:Zone Thermostat Heating Setpoint Temperature [C](Hourly),SMSTORE8:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),CoolingCoils:EnergyTransfer [J](Hourly),PSZ-AC_10:10:Air System Total Heating Energy [J](Hourly),PSZ-AC_10:10:Air System Total Cooling Energy [J](Hourly),PSZ-AC_1:1:Air System Total Heating Energy [J](Hourly),PSZ-AC_1:1:Air System Total Cooling Energy [J](Hourly),PSZ-AC_2:2:Air System Total Heating Energy [J](Hourly),PSZ-AC_2:2:Air System Total Cooling Energy [J](Hourly),PSZ-AC_3:3:Air System Total Heating Energy [J](Hourly),PSZ-AC_3:3:Air System Total Cooling Energy [J](Hourly),PSZ-AC_4:4:Air System Total Heating Energy [J](Hourly),PSZ-AC_4:4:Air System Total Cooling Energy [J](Hourly),PSZ-AC_5:5:Air System Total Heating Energy [J](Hourly),PSZ-AC_5:5:Air System Total Cooling Energy [J](Hourly),PSZ-AC_6:6:Air System Total Heating Energy [J](Hourly),PSZ-AC_6:6:Air System Total Cooling Energy [J](Hourly),PSZ-AC_7:7:Air System Total Heating Energy [J](Hourly),PSZ-AC_7:7:Air System Total Cooling Energy [J](Hourly),PSZ-AC_8:8:Air System Total Heating Energy [J](Hourly),PSZ-AC_8:8:Air System Total Cooling Energy [J](Hourly),PSZ-AC_9:9:Air System Total Heating Energy [J](Hourly),PSZ-AC_9:9:Air System Total Cooling Energy [J](Hourly) 
 12/23  16:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,132993264.96711537,0.0,0.0,78810856.57151997,0.0,25886503.0656,28295905.329995406,412348845.20690008,412348845.20690008,34912063.218204367,0.0,329879076.1655201,0.0,33727847.92646828,0.0,60094651.23050325,0.0,27964415.06652635,0.0,28832180.33991222,0.0,28918699.660899357,0.0,29002098.252593947,0.0,60057386.595898959,0.0,29770837.705241238,0.0,29824274.7119913,0.0,29982590.005482366,0.0 
 12/23  17:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,167448264.96711538,0.0,0.0,78810856.57151997,34455000.0,25886503.0656,28295905.329995406,460327202.717875,460327202.717875,53665469.6812735,0.0,368261762.1743,0.0,37503832.115229967,0.0,65795208.56186706,0.0,31178765.74588011,0.0,32092840.48404634,0.0,32171907.996360028,0.0,32248233.00700387,0.0,66312803.25515327,0.0,32975039.56606316,0.0,33060800.816349895,0.0,33218235.95634215,0.0 
 12/23  18:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,141597353.67687539,0.0,0.0,52540571.04768,41346000.0,19414877.299200003,28295905.329995406,606176461.7448751,606176461.7448751,156039437.37745286,0.0,484941169.3959001,0.0,49526983.08119123,0.0,86667722.97148285,0.0,40652752.5731968,0.0,41419944.25292388,0.0,41518707.22420147,0.0,41610515.896156739,0.0,84604852.16920656,0.0,42323411.52776812,0.0,42365334.53693542,0.0,42546850.49283399,0.0 
 12/23  19:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,108855442.38663544,0.0,0.0,26270285.52384,41346000.0,12943251.5328,28295905.329995406,662001445.7899993,662001445.7899993,193346202.5434091,0.0,529601156.6319994,0.0,53486095.85845021,0.0,94963192.21530004,0.0,44563581.77969664,0.0,45129514.37254004,0.0,45218268.23344413,0.0,45306192.83432861,0.0,91410234.87440649,0.0,45862191.325909528,0.0,45883049.46117644,0.0,46074741.0067427,0.0 
 12/23  20:00:00,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,52767290.70575999,0.0,0.0,6567571.38096,41346000.0,4853719.3248000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/23  21:00:00,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,52767290.70575999,0.0,0.0,6567571.38096,41346000.0,4853719.3248000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/23  22:00:00,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,52889776.97571601,0.0,0.0,6567571.38096,41346000.0,4853719.3248000009,122486.26995602623,3690741.0475463115,3690741.0475463115,3054243.152553247,0.0,2952592.838037049,0.0,3075079.107992994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/23  23:00:00,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,53238237.17347837,0.0,0.0,6567571.38096,41346000.0,4853719.3248000009,470946.4677183747,14286480.527424634,14286480.527424634,11827854.135587534,0.0,11429184.421939709,0.0,7062547.874318587,0.0,4837583.01533938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/23  24:00:00,15.599999999999996,29.999999999999998,15.599999999999996,29.999999999999998,15.599999999999996,29.999999999999998,15.599999999999996,29.999999999999998,15.599999999999996,29.999999999999998,15.599999999999996,29.999999999999998,15.599999999999996,29.999999999999998,15.599999999999996,29.999999999999998,15.599999999999996,29.999999999999998,15.599999999999996,29.999999999999998,53387027.07389973,0.0,0.0,6567571.38096,41346000.0,4853719.3248000009,619736.3681397343,18876921.68273601,18876921.68273601,15613242.857482778,0.0,15101537.346188806,0.0,6558625.251497951,0.0,9162648.462830428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/24  01:00:00,15.599999999999996,30.0,15.599999999999996,30.0,15.599999999999996,30.0,15.599999999999996,30.0,15.599999999999996,30.0,15.599999999999996,30.0,15.599999999999996,30.0,15.599999999999996,30.0,15.599999999999996,30.0,15.599999999999996,30.0,55364649.49124651,0.0,0.0,6567571.38096,41346000.0,6471625.7664,979452.3438865009,29790742.728882817,29790742.728882817,24684644.053404619,0.0,23832594.18310626,0.0,9782738.22470051,0.0,11306585.66643541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3722722.635856687,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/24  02:00:00,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,55780737.69224038,0.0,0.0,6567571.38096,41346000.0,6471625.7664,1395540.544880373,42417867.513968389,42417867.513968389,35075484.4577314,0.0,33934294.01117471,0.0,7935373.699842295,0.0,11374031.561559609,0.0,750425.5784167295,0.0,1011333.8516450407,0.0,1257469.0041428572,0.0,1430729.0427524746,0.0,4608730.186446118,0.0,1837077.0087394249,0.0,1978659.2928449994,0.0,3146005.329665147,0.0 
 12/24  03:00:00,15.599999999999996,30.0,15.599999999999996,30.0,15.599999999999996,30.0,15.599999999999996,30.0,15.599999999999996,30.0,15.599999999999996,30.0,15.599999999999996,30.0,15.599999999999996,30.0,15.599999999999996,30.0,15.599999999999996,30.0,56452003.22077787,0.0,0.0,6567571.38096,41346000.0,6471625.7664,2066806.0734178548,62682518.08291444,62682518.08291444,51905651.49921894,0.0,50146014.46633156,0.0,11105328.312411882,0.0,13674452.447983163,0.0,3010681.1428876204,0.0,3054354.684356452,0.0,2912188.336211753,0.0,2922943.046366232,0.0,7584723.397712005,0.0,2099115.52819191,0.0,2121931.257141725,0.0,3727102.386485734,0.0 
 12/24  04:00:00,15.600000000000004,30.000000000000005,15.600000000000004,30.000000000000005,15.600000000000004,30.000000000000005,15.600000000000004,30.000000000000005,15.600000000000004,30.000000000000005,15.600000000000004,30.000000000000005,15.600000000000004,30.000000000000005,15.600000000000004,30.000000000000005,15.600000000000004,30.000000000000005,15.600000000000004,30.000000000000005,56528921.70248864,0.0,0.0,6567571.38096,41346000.0,6471625.7664,2143724.5551286286,65044246.41896036,65044246.41896036,53806358.8004279,0.0,52035397.1351683,0.0,8773100.478056297,0.0,13364152.64823993,0.0,2990681.6054819177,0.0,3013025.861867094,0.0,3195414.2489587108,0.0,3207037.3995313125,0.0,6812451.952981883,0.0,4449021.004980162,0.0,4485427.456500629,0.0,3888809.03369839,0.0 
 12/24  05:00:00,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,57065819.55721457,0.0,0.0,6567571.38096,41346000.0,6471625.7664,2680622.4098545687,81191645.06914586,81191645.06914586,67295207.79077499,0.0,64953316.05531669,0.0,12132191.69505123,0.0,15583546.686947663,0.0,4518258.406472098,0.0,4527683.645051175,0.0,4284457.501248517,0.0,4302556.77403841,0.0,10269586.11499239,0.0,3494071.5930535916,0.0,3694158.4870005368,0.0,4827427.561314738,0.0 
 12/24  06:00:00,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,56916607.13914509,0.0,0.0,6567571.38096,41346000.0,6471625.7664,2531409.9917850915,76649210.47270845,76649210.47270845,63523476.8273894,0.0,61319368.37816676,0.0,9401796.678725286,0.0,14782686.025392712,0.0,3824066.3256892284,0.0,3823326.5148950105,0.0,4274215.242269225,0.0,4291214.014584936,0.0,8179881.981033944,0.0,5274715.8573521529,0.0,5307054.556018805,0.0,4691821.1739899539,0.0 
 12/24  07:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,82681102.47735542,0.0,0.0,6567571.38096,41346000.0,6471625.7664,28295905.329995406,978249577.8729618,978249577.8729618,431789639.6079569,0.0,782599662.2983694,0.0,74985881.04750718,0.0,136543412.89262868,0.0,67411147.01340461,0.0,67352640.75513825,0.0,67000899.99951118,0.0,67034371.30396061,0.0,129255498.37121742,0.0,66976420.12126544,0.0,66971598.78690514,0.0,67363697.3368292,0.0 
 12/24  08:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,81291442.38663543,0.0,0.0,26270285.52384,13782000.0,12943251.5328,28295905.329995406,802779339.8572129,802779339.8572129,288212267.5095181,0.0,642223471.8857704,0.0,62797375.40717985,0.0,113762723.14058337,0.0,54794701.41907415,0.0,54970404.76440915,0.0,54943764.687957238,0.0,54976574.95626836,0.0,107966499.81036082,0.0,55328030.23291113,0.0,55337524.55537569,0.0,55641778.24164688,0.0 
 12/24  09:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,116622309.3219954,0.0,0.0,65675713.80959998,0.0,22650690.1824,28295905.329995406,693806098.4058236,693806098.4058236,205071299.2435878,0.0,555044878.724659,0.0,55253127.733697179,0.0,99038308.37978181,0.0,46886860.897504027,0.0,47448208.4708885,0.0,47463145.59137131,0.0,47460994.6102962,0.0,95095775.73464686,0.0,48140208.12617786,0.0,48145004.9131611,0.0,48409149.59713065,0.0 
 12/24  10:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,175634506.13607536,0.0,0.0,118216284.85727997,0.0,29122315.948799999,28295905.329995406,567276894.1438737,567276894.1438737,115461217.4005165,0.0,453821515.315099,0.0,46150767.45912655,0.0,81213692.31159289,0.0,37822679.46675781,0.0,38894274.66952225,0.0,38945782.03872516,0.0,39000807.229480769,0.0,79687528.04153829,0.0,40047664.46587417,0.0,40059871.078121,0.0,40294353.88435793,0.0 
 12/24  11:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,175634506.13607536,0.0,0.0,118216284.85727997,0.0,29122315.948799999,28295905.329995406,496030675.16715726,496030675.16715726,74180030.88920963,0.0,396824540.13372579,0.0,40242109.6400573,0.0,71445760.54468885,0.0,33050892.807577898,0.0,34209616.0922061,0.0,34281618.474704708,0.0,34355019.048367548,0.0,70838232.1581937,0.0,35488585.6731906,0.0,35508032.95865223,0.0,35700578.066083397,0.0 
 12/24  12:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,175634506.13607536,0.0,0.0,118216284.85727997,0.0,29122315.948799999,28295905.329995406,421521452.5925077,421521452.5925077,30172875.285267649,163346.38627323693,337217162.0740062,0.0,34397915.52610616,0.0,61327110.13341229,0.0,28179952.459316654,0.0,29370273.179033609,0.0,29457718.51576567,0.0,29527958.667319623,0.0,61164289.900169137,0.0,30631719.26225064,0.0,30655087.593219539,0.0,30801042.167409228,0.0 
 12/24  13:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,175634506.13607536,0.0,0.0,118216284.85727997,0.0,29122315.948799999,28295905.329995406,373672780.22692438,373672780.22692438,9832009.685970007,3241161.5768718898,298938224.1815395,0.0,30903618.33091817,0.0,54693007.13299148,0.0,24976360.399230318,0.0,26191015.984476597,0.0,26306104.864111484,0.0,26395499.310282224,0.0,55022288.11644758,0.0,27528052.874966999,0.0,27553145.299070039,0.0,27665037.19904127,0.0 
 12/24  14:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,175634506.13607536,0.0,0.0,118216284.85727997,0.0,29122315.948799999,28295905.329995406,340757242.7568941,340757242.7568941,2888389.199865574,12516614.264410235,272605794.20551529,0.0,28752403.693371014,0.0,50186453.59028068,0.0,22783883.662815725,0.0,23941665.32254909,0.0,24064142.892046784,0.0,24159866.807773569,0.0,50848825.7791474,0.0,25323509.194975534,0.0,25356572.721052749,0.0,25484375.871499674,0.0 
 12/24  15:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,175634506.13607536,0.0,0.0,118216284.85727997,0.0,29122315.948799999,28295905.329995406,327700047.8748902,327700047.8748902,2324232.2311000067,19638819.942171057,262160038.2999121,0.0,27969793.59192553,0.0,48336509.87591448,0.0,21823967.590152205,0.0,23068700.50829072,0.0,23194251.285191534,0.0,23291581.643702315,0.0,49333269.74581714,0.0,24411978.56872104,0.0,24444983.85915972,0.0,24580906.961034068,0.0 
 12/24  16:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,175634506.13607536,0.0,0.0,118216284.85727997,0.0,29122315.948799999,28295905.329995406,333810292.65125146,333810292.65125146,2186926.161232626,23316303.885863969,267048234.12100119,0.0,28557292.420956386,0.0,48784125.03422381,0.0,22161061.34883851,0.0,23488152.452368559,0.0,23624433.09061508,0.0,23735603.347401509,0.0,50270990.440372649,0.0,24826491.544128606,0.0,24878222.15566355,0.0,25017767.61642818,0.0 
 12/24  17:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,210089506.13607536,0.0,0.0,118216284.85727997,34455000.0,29122315.948799999,28295905.329995406,373430980.9221027,373430980.9221027,9691053.22562246,9158774.672843237,298744784.7376822,0.0,31651659.39691361,0.0,53407088.08807607,0.0,24893130.47363746,0.0,26255539.223946416,0.0,26387185.43577572,0.0,26498044.068197304,0.0,54925035.58983027,0.0,27586940.390991644,0.0,27652190.532867206,0.0,27783876.86744322,0.0 
 12/24  18:00:00,21.000000000000005,24.000000000000005,21.000000000000005,24.000000000000005,21.000000000000005,24.000000000000005,21.000000000000005,24.000000000000005,21.000000000000005,24.000000000000005,21.000000000000005,24.000000000000005,21.000000000000005,24.000000000000005,21.000000000000005,24.000000000000005,21.000000000000005,24.000000000000005,21.000000000000005,24.000000000000005,216980506.13607536,0.0,0.0,118216284.85727997,41346000.0,29122315.948799999,28295905.32999541,436491300.7985368,436491300.7985368,31659341.89018058,1734444.3388045936,349193040.6388295,0.0,36333180.865049127,0.0,61529702.87104454,0.0,28777721.280265549,0.0,30399000.341791534,0.0,30523009.542210245,0.0,30631984.494856888,0.0,63756810.4678226,0.0,31782397.177798407,0.0,31812149.998997336,0.0,31942988.928989669,0.0 
 12/24  19:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,174339264.96711538,0.0,0.0,78810856.57151997,41346000.0,25886503.0656,28295905.329995406,488755698.77553698,488755698.77553698,54777078.73783648,0.0,391004559.02042958,0.0,40190809.51150004,0.0,68999559.44518377,0.0,32771689.60832576,0.0,33780073.38459461,0.0,33893589.829180348,0.0,33997709.7301891,0.0,70204124.0019024,0.0,35074826.577598918,0.0,35107179.876025,0.0,35280902.385925117,0.0 
 12/24  20:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,174339264.96711538,0.0,0.0,78810856.57151997,41346000.0,25886503.0656,28295905.329995406,535538280.43463656,535538280.43463656,84667900.0384402,0.0,428430624.3477092,0.0,43619653.22862941,0.0,75697050.45624115,0.0,35751095.89892681,0.0,36800255.65993097,0.0,36932995.48463517,0.0,37052260.32099146,0.0,76177238.55610723,0.0,38149759.422250207,0.0,38179037.29303211,0.0,38367183.35696189,0.0 
 12/24  21:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,157968309.32199539,0.0,0.0,65675713.80959998,41346000.0,22650690.1824,28295905.329995406,560319847.2928983,560319847.2928983,101134459.91314924,0.0,448255877.83431866,0.0,45431583.36636813,0.0,79563936.74216068,0.0,37402220.24354176,0.0,38423356.25357047,0.0,38559152.67468119,0.0,38677203.44775612,0.0,79152585.52824266,0.0,39697289.46324052,0.0,39723545.735398348,0.0,39920909.709355037,0.0 
 12/24  22:00:00,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,80559537.05664002,0.0,0.0,26270285.52384,41346000.0,12943251.5328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/24  23:00:00,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,54385197.14736001,0.0,0.0,6567571.38096,41346000.0,6471625.7664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/24  24:00:00,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,54622799.13718362,0.0,0.0,6567571.38096,41346000.0,6471625.7664,237601.9898236039,7151406.872608,7151406.872608,5923134.566816157,0.0,5721125.498086401,0.0,5958727.487909924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/25  01:00:00,15.599999999999996,29.999999999999998,15.599999999999996,29.999999999999998,15.599999999999996,29.999999999999998,15.599999999999996,29.999999999999998,15.599999999999996,29.999999999999998,15.599999999999996,29.999999999999998,15.599999999999996,29.999999999999998,15.599999999999996,29.999999999999998,15.599999999999996,29.999999999999998,15.599999999999996,29.999999999999998,53320860.41945315,0.0,0.0,6567571.38096,41346000.0,4853719.3248000009,553569.7136931676,16834102.347952397,16834102.347952397,13937803.053584287,0.0,13467281.878361918,0.0,6179418.627030938,0.0,7841432.965023991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/25  02:00:00,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,53538855.54130085,0.0,0.0,6567571.38096,41346000.0,4853719.3248000009,771564.8355408586,23417301.192055797,23417301.192055797,19411271.242288025,0.0,18733840.953644638,0.0,9473549.486358433,0.0,10031856.30282698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/25  03:00:00,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,53667943.79120891,0.0,0.0,6567571.38096,41346000.0,4853719.3248000009,900653.0854489149,27427802.894036868,27427802.894036868,22705457.37081138,0.0,21942242.31522949,0.0,7685559.530250386,0.0,10271348.314604246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3995772.5697106986,0.0,0.0,0.0,0.0,0.0,890214.9861127485,0.0 
 12/25  04:00:00,15.599999999999996,30.0,15.599999999999996,30.0,15.599999999999996,30.0,15.599999999999996,30.0,15.599999999999996,30.0,15.599999999999996,30.0,15.599999999999996,30.0,15.599999999999996,30.0,15.599999999999996,30.0,15.599999999999996,30.0,54750275.43141873,0.0,0.0,6567571.38096,41346000.0,4853719.3248000009,1982984.7256587395,60195221.08782413,60195221.08782413,49797316.241479817,0.0,48156176.8702593,0.0,11353480.865785597,0.0,13517579.372315072,0.0,1946823.29532811,0.0,2297493.437838125,0.0,2461214.390476655,0.0,1997458.7723520047,0.0,6732356.398858127,0.0,2901331.6018587017,0.0,3184118.2108923785,0.0,3747305.250212732,0.0 
 12/25  05:00:00,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,55261184.31940339,0.0,0.0,6567571.38096,41346000.0,4853719.3248000009,2493893.6136433866,75590189.43442533,75590189.43442533,62602095.06253055,0.0,60472151.547540258,0.0,9613178.309030762,0.0,14459655.117437013,0.0,3466174.94455133,0.0,3771768.144650462,0.0,3812927.8533054955,0.0,4275747.924021345,0.0,9779339.25723293,0.0,4624350.003759504,0.0,4653358.420971576,0.0,4509545.186222424,0.0 
 12/25  06:00:00,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,55794526.19010245,0.0,0.0,6567571.38096,41346000.0,4853719.3248000009,3027235.4843424546,91626687.08773579,91626687.08773579,75955416.95909699,0.0,73301349.67018862,0.0,13796287.181620334,0.0,17606558.37141585,0.0,5020066.745102323,0.0,5103280.201692319,0.0,5140692.144104355,0.0,4167128.1240782977,0.0,10126662.217516404,0.0,4816318.944109777,0.0,4844756.0300214909,0.0,5706835.194869198,0.0 
