Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),ExteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),HeatRejection:Electricity [J](Hourly),Humidifier:Electricity [J](Hourly),Refrigeration:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),InteriorEquipment:Gas [J](Hourly),WaterSystems:Gas [J](Hourly),HeatRejection:EnergyTransfer [J](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),WaterSystems:EnergyTransfer [J](Hourly),Refrigeration:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),CoolingCoils:EnergyTransfer [J](Hourly) 
 01/09  11:00:00,4658337021.059275,0.0,239779655.248574,1605427226.1856087,0.0,1116394962.6977282,586665494.5054932,404745040.6368103,157261031.1942681,13560002.17672593,513881085.7625639,20622522.651500878,2784956612.3831918,2368158888.749697,254910148.24319998,161887575.3902945,1183909131.7722684,148565275.64347265,994328873.7905569,139568009.34237493,53675618.9381825,1870193270.2898017,468508211.8608569 
 01/09  12:00:00,4690389672.707687,0.0,281615196.436381,1605427226.1856087,0.0,1116394962.6977282,586665494.5054932,405082850.29060319,157918629.27140475,22577165.711216496,489332891.1210827,25375256.488167816,2625039553.9049608,2175351480.709184,254910148.24319998,194777924.95257656,1391524814.9338496,113081118.97037718,1080857307.7039037,146725368.26037545,59004266.05138457,1720489788.04346,552039994.1775262 
 01/09  13:00:00,4561751986.575512,0.0,319624936.3507683,1605427226.1856087,0.0,1116394962.6977282,439999120.87911996,405389350.75004717,158460052.79089705,32948337.688386207,463007164.54899987,20500834.683955738,2467426402.3540165,2051298021.433505,254910148.24319998,161218232.67731116,1580391255.397674,86986608.1740483,1159606609.9750252,127042791.27281067,52784521.28031534,1624150056.7457,625084365.5711229 
 01/09  14:00:00,4711225227.417597,0.0,347166571.7203748,1605427226.1856087,0.0,1089404771.5169283,586665494.5054932,405765104.62760069,158886715.0036853,41359883.738240297,455619287.6831939,20930172.436471188,2334025912.56961,1967790513.3563665,203928118.59456,162307280.61868374,1717405436.8019987,67988734.05611545,1213917212.1261354,146725188.29926227,54704601.25689951,1559626737.6551667,678956792.0486873 
 01/09  15:00:00,4722128056.979339,0.0,358260404.3672241,1605427226.1856087,0.0,1089404771.5169283,586665494.5054932,406650200.2295629,158856691.7793314,45213328.29676284,450588011.0192373,21061929.079188937,2222233808.9716155,1874993473.6538749,152946088.94592,194294246.3718206,1772626827.4289835,50140668.98149221,1281497937.769588,139567967.2156034,55245971.43037459,1486090476.1510235,699219714.3684476 
 01/09  16:00:00,4714032609.611821,0.0,358495914.2857927,1605427226.1856087,0.0,1089404771.5169283,586665494.5054932,407548469.6108521,158716499.71973188,46228936.50560294,440576335.8973742,20968961.384436639,2204620574.1163384,1839192410.8471573,203928118.59456,161500044.67462117,1773799442.0425096,40432429.73860414,1310886947.6658109,132410687.98641692,54683681.98577158,1458188210.9856632,699561045.1382655 
 01/09  17:00:00,4742308290.586174,0.0,335090230.7787367,1605427226.1856087,37492200.0,1116394962.6977282,586665494.5054932,408404942.4786676,158130300.62956656,38912878.74883517,437912729.7739224,17877324.787614854,2283149357.8674399,1848905592.7685853,305892177.89184,128351587.20701476,1657317259.5484837,40823574.75856157,1317205009.342034,112728120.5426053,46733115.62666741,1462361854.2794874,651088306.4988817 
 01/09  18:00:00,4756026031.885751,0.0,319199318.948925,1605427226.1856087,74984400.0,1116394962.6977282,586665494.5054932,409219759.36316606,157699084.82704575,34618870.9462506,433975001.2823942,17841913.129136746,2236702255.4352099,1835788644.0332757,305892177.89184,95021433.5100945,1578269484.9007159,39017694.65713401,1333449611.0652083,73361647.86096415,46904969.552749488,1453797074.6202713,621904928.1618688 
 01/09  19:00:00,3580650596.4719874,0.0,313825728.5232161,1128360457.4785848,74984400.0,716799361.7081372,305066057.1428565,401083044.74590685,157379965.90642555,34150984.881304468,431270469.16673997,17730126.91881502,1977798878.8592015,1577290496.071917,305892177.89184,94616204.89544444,1551552488.4598489,16069326.291857453,1345967281.8691936,60289789.71374397,46246106.44771576,1216187262.950097,611387661.910758 
 01/09  20:00:00,3566547448.3062775,0.0,326397964.2489366,1128360457.4785848,74984400.0,689809170.5273374,305066057.1428565,401083044.7459069,157745508.69788683,38969505.03099535,424209311.85359618,19922028.580176359,1833850635.4639316,1566825351.980403,203928118.59456,63097164.88896847,1614072262.5551553,17205168.062724994,1286688193.2592548,60289451.570695977,55000701.18688309,1240502686.0197063,638034610.5088997 
 01/09  21:00:00,2939808423.7719895,0.0,324220613.50148907,767444968.8145875,74984400.0,448411296.5500608,305066057.1428565,401083044.7459069,158096490.66930194,40235309.519301887,400644679.7796224,19621563.048862295,1964714611.3747624,1697687440.6552697,203928118.59456,63099052.12493245,1603241683.0663307,36722033.31988159,1154283593.6718839,60289936.77282198,53416320.93168375,1335372349.8725839,631353612.8326829 
 01/09  22:00:00,2755779700.364223,0.0,308051438.66268107,767444968.8145875,74984400.0,448411296.5500608,164266338.4615381,401083044.7459069,157803241.2877499,37363081.50736395,377996831.6213673,18375058.71296713,1981010584.9847224,1733761139.5533133,152946088.94592,94303356.4854892,1522850057.770523,44622564.6248157,1103155947.5872386,50930234.88023634,48157644.64213785,1371955638.0765215,599326956.5863645 
 01/09  23:00:00,2313463906.4632637,0.0,288750651.4231266,410683362.9955632,74984400.0,448411296.5500608,117333098.90109866,401083044.7459069,157689768.55701388,33385369.294007809,364565629.14575156,16577284.850734346,2023130832.670493,1858301902.829819,101964059.29728,62864870.54339382,1426949839.7006102,65793427.151049058,990198146.2371774,49693372.995441857,40399962.968023229,1469943142.6191509,560961314.6846243 
 01/09  24:00:00,2276935824.064483,0.0,270891194.8576337,410683362.9955632,74984400.0,448411296.5500608,117333098.90109866,401083044.74590685,157403411.08429397,29695048.314340518,345839901.24952289,20611065.36606284,2064348622.5149937,1950501428.2225669,50982029.64864,62865164.64378686,1338263075.5493308,80326054.06240279,930716153.5534945,49693407.06858336,44848021.89814335,1545403613.089771,526594339.4078268 
 01/10  01:00:00,2201324781.908301,0.0,263355511.40302683,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,401083044.7459069,157330618.10919959,28988926.68725767,324061572.1417012,15578237.14568675,2099112553.5955783,2015852212.279899,20392811.859456,62867529.45622334,1300858585.7770999,92767935.04968035,885790172.9268069,49768970.130064439,37745603.64181269,1596037014.5292559,512401567.7823693 
 01/10  02:00:00,2191711683.2108385,0.0,261540686.11162255,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,401083044.74590685,157365519.13395307,29147695.513764748,316138394.44943097,15509471.580637973,2147806752.447826,2064546497.174382,20392811.859456,62867443.41398779,1291852216.0682169,100679308.16185771,847475934.4108894,49768698.89839096,37337913.53066431,1634789617.4278436,508972056.1278583 
 01/10  03:00:00,2187919541.031453,0.0,266951543.39848197,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,401083044.7459069,157540931.86190415,31666890.10390278,304232832.99149528,15517426.254240338,2171804796.364513,2088544147.8758326,20392811.859456,62867836.629224468,1318706773.4162126,107669827.00777513,818976013.1380276,49768755.65496542,37384225.0533722,1651775748.7468754,520327163.6900356 
 01/10  04:00:00,2194030047.266111,0.0,278847502.32764789,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,401083044.74590685,157846871.63592739,36341737.415342617,293452987.2431714,15531032.222592939,2173941524.868719,2090680483.8573228,20392811.859456,62868229.15194039,1377764305.618743,112513106.05042693,795386126.3011284,49768811.65219489,37463555.80960664,1652982382.896472,543950452.4801805 
 01/10  05:00:00,2699299646.478389,0.0,287891223.1087667,767444968.8145875,74984400.0,536289837.963264,117333098.90109866,401083044.7459069,157769174.87651188,38888324.18960548,290377949.65835329,27237624.22029403,2068713112.5122152,1985451196.5290907,20392811.859456,62869104.12366848,1422676928.5141559,86243267.76601872,867734074.6986817,49769115.2292179,87471731.0617206,1572546014.8355334,560920462.470005 
 01/10  06:00:00,2712326093.062928,0.0,267315589.08813728,767444968.8145875,74984400.0,539619837.963264,117333098.90109866,402119846.5365053,160422011.15924824,29449215.464404916,327965239.05256846,25671886.08311254,3184540646.3771669,3070688954.3263499,50982029.64864,62869662.40217686,1320522562.6974593,505150631.0925069,617813932.7757987,49769146.541982728,81913135.60366091,2429828372.528278,517844593.2976941 
 01/10  07:00:00,3744735927.193741,0.0,248736193.15372084,1244511737.5216106,74984400.0,1089404771.5169283,117333098.90109866,404749907.1666362,157775629.85071404,21804592.35149524,363067180.41534748,22368416.316189797,2682910115.7540028,2518076040.1596739,101964059.29728,62870016.29704954,1228326704.619457,207369462.3280183,859408971.8445634,49769175.38188708,69138168.9157919,2010233701.5280495,481758630.4544984 
 01/10  08:00:00,4252670598.6913835,0.0,243316344.88119073,1605427226.1856087,18746100.0,1116394962.6977282,293332747.2527466,406114409.65192738,157117585.72305579,19624366.38356794,373277893.2466361,19318962.6689196,2549715293.1049778,2301367263.853218,152946088.94592,95401940.30583978,1201442765.6737459,118754976.17774324,1005558921.8669012,85058217.3347926,52447477.850896779,1822044901.5839408,472903795.98571839 
 01/10  09:00:00,4408719552.765261,0.0,268935954.0423017,1605427226.1856087,0.0,1116394962.6977282,439999120.87911996,407581465.54965057,157222980.99045915,25955282.485162997,366399492.7761871,20803067.159040706,2412568488.479234,2080670115.0984388,203928118.59456,127970254.7862358,1328567290.1773957,81530103.54277167,1148180095.0570346,103938471.02878228,54702472.45674867,1650969014.5752547,526140686.85164359 
 01/10  10:00:00,4569175596.948212,0.0,302233654.2850683,1605427226.1856087,0.0,1089404771.5169283,586665494.5054932,408670092.5895536,157626358.20386455,34967730.87460314,363279407.2428507,20900861.54423977,2252301766.552145,1938609522.4136766,152946088.94592,160746155.1925487,1493939090.1186579,58029968.660159919,1255121847.8656049,118274782.56628058,55291911.273723248,1536728557.4628835,590813898.5878764 
 01/10  11:00:00,4630878830.044955,0.0,329565710.8587154,1605427226.1856087,0.0,1116394962.6977282,586665494.5054932,409867877.44523087,157996922.25010235,43941407.28217244,360135723.1682304,20883505.651672748,2227044422.732354,1810210350.8275047,254910148.24319998,161923923.66164965,1629829360.1909245,42671948.507520798,1361158326.699433,139779264.2666609,54757074.187207538,1431472196.3490694,644321622.1785247 
 01/10  12:00:00,4658930026.428307,0.0,349448061.0170915,1605427226.1856087,0.0,1116394962.6977282,586665494.5054932,411428579.8163134,158230606.24093933,51746797.61918988,354016077.286576,25572221.0593651,2156018270.9996135,1706323114.7040008,254910148.24319998,194785008.05241243,1728757872.03515,30671910.550293566,1448484645.8278704,146947012.36190597,59734417.84795506,1350541117.0945345,682707715.2675896 
 01/10  13:00:00,4530724604.14241,0.0,362967628.93113967,1605427226.1856087,0.0,1116394962.6977282,439999120.87911996,413039801.64702317,158331253.61609868,56990349.85909956,356739442.2560508,20834818.070541163,2042285338.9756122,1626151404.1270779,254910148.24319998,161223786.60533435,1796067198.5403939,21494893.437576008,1520554755.093564,127234935.77807255,53637314.8375599,1286995974.272716,709144518.2947416 
 01/10  14:00:00,4649244941.167292,0.0,361225643.31029137,1605427226.1856087,0.0,1089404771.5169283,586665494.5054932,414631760.2280023,158127072.56275273,56124219.94689958,356519953.6149868,21118799.29632787,1941994963.8523064,1558956254.3495672,203928118.59456,179110590.9081796,1787392433.0445286,11740634.389665368,1577893544.6107927,146947106.98963923,55426107.12193828,1235917785.1897975,704321443.4358971 
 01/10  15:00:00,4653346246.5043549,0.0,357317477.575487,1605427226.1856087,0.0,1089404771.5169283,586665494.5054932,416230540.20065549,157831559.97867654,53316017.15082107,365973150.1894708,21180009.201211864,1809138994.6961156,1478663868.379138,152946088.94592,177529037.37105743,1767932037.2901796,2807730.857457375,1647280009.4929209,139779181.4846712,55917437.75731912,1171992391.9642974,697236588.7636651 
 01/10  16:00:00,4639095821.269007,0.0,342528508.99175938,1605427226.1856087,0.0,1089404771.5169283,586665494.5054932,417031069.12060049,157406264.8870009,46848795.50885585,372785676.198521,20998014.354238549,1823409305.3154286,1457968798.6220518,203928118.59456,161512388.09881679,1694322189.3990732,2646715.466333124,1673377239.5790377,132611114.436094,55251545.3066489,1153985405.4524458,666586378.9139842 
 01/10  17:00:00,4667305193.503005,0.0,309094977.31619796,1605427226.1856087,37492200.0,1116394962.6977282,586665494.5054932,417429985.77841779,156735979.77634306,34959536.048448588,385180066.7052573,17924764.489509453,1986788449.865572,1520423146.1302698,305892177.89184,160473125.8434625,1528045391.6506026,5662138.312473378,1635355405.9655042,112898648.50642768,47355231.44868335,1201208092.3068007,599651524.0617426 
 01/10  18:00:00,4667180401.480551,0.0,269733890.9574325,1605427226.1856087,74984400.0,1116394962.6977282,586665494.5054932,418476826.84701368,155870897.13176138,23936966.374803559,397721756.29337576,17967980.48733294,1939818936.2746888,1570559094.9598509,305892177.89184,63367663.42299798,1332527378.9567526,8433654.01046436,1607463723.7721048,73472928.74850612,47633003.964302498,1241647555.4424329,521914244.7606598 
 01/10  19:00:00,3451786688.6007959,0.0,226690209.04478959,1128360457.4785848,74984400.0,716799361.7081372,305066057.1428565,401083044.74590685,155129202.96450053,14804860.075050967,410968692.59694239,17900402.844026098,1999838286.9571634,1599333118.4607626,305892177.89184,94612990.60456088,1119024037.4475165,9119652.73147298,1446105826.5148555,60381247.73164797,47237505.09211684,1244309400.8090082,437068607.4670749 
 01/10  20:00:00,3401787823.884788,0.0,200059559.59249584,1128360457.4785848,74984400.0,689809170.5273374,305066057.1428565,401083044.7459069,154676934.62035103,9900407.405547662,420141806.6173104,17705985.75439641,1944537068.1790295,1677511994.717788,203928118.59456,63096954.86668171,987082762.7550953,12492771.813773452,1380533320.912414,60380719.945065688,46105942.2642157,1328287374.969709,387137377.1952849 
 01/10  21:00:00,2772840272.290775,0.0,173862037.2638483,767444968.8145875,74984400.0,448411296.5500608,305066057.1428565,401083044.74590685,154543574.01247079,5724627.730171308,424214608.1092993,17505657.921572694,2190672085.3664896,1892141830.3459693,203928118.59456,94602136.42595995,857424008.0070874,35375906.72890137,1231312220.2005759,60380589.10517878,44936476.88794111,1491259550.5300818,335289144.6873691 
 01/10  22:00:00,2623129702.907166,0.0,184041262.1265182,767444968.8145875,74984400.0,448411296.5500608,164266338.4615381,401083044.7459069,154894002.76290453,8011332.153684918,403223544.48337247,16769512.808591605,2115096228.2295588,1899250536.5007835,152946088.94592,62899602.78285538,907793586.3668151,42324714.689706329,1186478922.6549338,51008370.49685258,41542112.865273389,1499604408.1978572,359677673.0595759 
 01/10  23:00:00,2212575953.537402,0.0,186147517.58753673,410683362.9955632,74984400.0,448411296.5500608,117333098.90109866,401083044.74590685,155229047.64733929,8800548.917212215,393275835.5499178,16627800.642766964,2151091628.197999,1986252072.788985,101964059.29728,62875496.111733768,918211555.8659138,62855015.53904988,1090958680.8414746,49769542.65179825,40701802.091804128,1567589641.487537,360567550.4169951 
 01/10  24:00:00,2199854257.6951487,0.0,168152029.0034207,410683362.9955632,74984400.0,448411296.5500608,117333098.90109866,401083044.74590685,154919247.78913499,5856122.911583751,397823528.0649376,20608126.733442177,2199604178.1289026,2085746759.4732977,50982029.64864,62875389.006965029,829173653.013727,79032624.52027139,1027981477.3781287,49769563.857290517,44858293.201545808,1651845678.5413385,325522284.34050777 
 01/11  01:00:00,2141100754.0090109,0.0,176509096.6363837,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,401083044.74590685,155214700.76273705,7841261.86940077,373966349.9737009,15559428.345359587,2201664231.2298777,2118393600.645896,20392811.859456,62877818.7245255,870517721.691511,87205902.36572598,976193470.871066,49842834.791882518,37639794.78821723,1675361354.095826,344181917.9310878 
 01/11  02:00:00,2138361286.1728295,0.0,200834804.39641334,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,401083044.7459069,155848701.577463,13457152.245832077,340747799.3339342,15462912.197757785,2193894749.1526997,2110624120.9410115,20392811.859456,62877816.35223192,990923659.4625919,91446051.78446566,931954805.2210294,49842858.02468552,37066701.646916,1669531425.5300325,392013338.520033 
 01/11  03:00:00,2134916120.3406263,0.0,216429601.79757718,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,401083044.74590685,156250250.81457443,17731935.08731679,317006307.28107956,15488108.938649273,2202408145.283074,2119137039.9796596,20392811.859456,62878293.44395822,1068166008.9427346,95220035.08216927,893112296.686246,49842856.77649182,37213330.27338299,1676603603.970766,421603219.0101254 
 01/11  04:00:00,2122497938.876674,0.0,219648031.095158,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,401083044.7459069,156363713.19416664,19295465.274508045,299668592.9532694,15512219.938142972,2229544215.6379826,2146272633.9268089,20392811.859456,62878769.851717118,1084112386.7497705,100371842.93709566,862755089.6765094,49842855.41005558,37353881.560172218,1698802593.123607,426971911.33928146 
 01/11  05:00:00,2607476498.5751526,0.0,215962326.3172257,767444968.8145875,74984400.0,536289837.963264,117333098.90109866,401083044.7459069,156050173.58591307,17914455.779841097,302567170.2651539,17847022.202161079,2158250612.1848609,2074978071.3278349,20392811.859456,62879728.99756987,1065850522.4378178,83711087.8455126,935509130.7051278,49842825.55021618,47355078.87272927,1643537049.539921,418985390.1164735 
 01/11  06:00:00,2640421378.667534,0.0,214111148.664832,767444968.8145875,74984400.0,539619837.963264,117333098.90109866,403214195.16876617,158781032.25367714,16242999.884578122,330313716.9705705,18375980.04615917,3120288571.0311429,3006426168.127972,50982029.64864,62880373.25453058,1056678650.2352998,446260632.3181371,702121924.1050541,49842841.14041487,50743717.02285269,2374841842.9511225,415937734.59247806 
 01/11  07:00:00,3696475734.0284206,0.0,218060684.57379578,1244511737.5216106,74984400.0,1089404771.5169283,117333098.90109866,406316537.7154199,156644278.69329886,15516893.316531029,355037160.8817309,18666170.908006215,2593063735.896581,2428218904.191579,101964059.29728,62880772.4077224,1076247699.4779015,166289435.59183226,953028343.5334711,49842737.43660463,53331060.53315705,1943580565.0930989,422613348.96369138 
 01/11  08:00:00,4216827201.389219,0.0,217626591.5237788,1605427226.1856087,18746100.0,1116394962.6977282,293332747.2527466,410245770.39892,156044667.39647115,14680649.493563675,365013322.1685181,19315164.27188208,2445174674.506388,2196842463.156017,152946088.94592,95386122.4044516,1074096139.8306685,92620748.28772787,1121146474.4490128,85184154.50177866,52425855.14580514,1740854672.975667,422653410.34317806 
 01/11  09:00:00,4356893814.619745,0.0,228000398.37364505,1605427226.1856087,0.0,1116394962.6977282,439999120.87911996,412600850.39931479,156015940.73949874,16839903.170854045,360806826.8764558,20808585.29751924,2388835412.1397116,2056899692.4452708,203928118.59456,128007601.09988018,1125507780.789642,70776144.7342678,1215255651.446324,104091482.28999655,54733704.30367254,1627978009.4604274,444077466.2913856 
 01/11  10:00:00,4487928402.457969,0.0,250071733.77136449,1605427226.1856087,0.0,1089404771.5169283,586665494.5054932,414362778.67812559,156331261.03712536,22542267.195018416,342207919.6850454,20914949.883258456,2263927570.9350798,1950254736.4002648,152946088.94592,160726745.5888948,1234953706.628831,50927006.353103708,1289088537.1201597,118448922.47221312,55372135.6710168,1545304135.5947247,488325927.9822677 
 01/11  11:00:00,4533260168.696497,0.0,276746827.60635289,1605427226.1856087,0.0,1116394962.6977282,586665494.5054932,415783299.75639399,156752016.80911274,30409728.698123147,324235325.3053435,20845287.1323396,2253303222.199906,1836448414.7189732,254910148.24319998,161944659.23773245,1367337433.1564596,37223918.50552615,1384776984.5470334,139985054.1430418,54942472.166918057,1452039855.7032343,540693857.6611567 
 01/11  12:00:00,4556461335.885922,0.0,303091690.30452969,1605427226.1856087,0.0,1116394962.6977282,586665494.5054932,417176628.6637667,157134462.02974928,40030614.69168381,305007758.7689676,25532498.03839329,2166294308.814605,1716583245.9917916,254910148.24319998,194800914.57961334,1498202456.0279957,26311279.44400922,1483035172.227526,147163721.1121204,59987930.17006861,1357666361.7362209,592319845.8037262 
 01/11  13:00:00,4450159092.257284,0.0,344593284.74655839,1605427226.1856087,0.0,1116394962.6977282,439999120.87911996,419317235.04191759,157882019.47387175,59253720.92238065,286458592.59092417,20832929.71917415,2036057311.2097576,1619908226.4991527,254910148.24319998,161238936.46740503,1704611346.778344,16102013.240543429,1567283445.0434023,127422371.45626286,54000057.77554489,1282027412.9519225,675446637.4918219 
 01/11  14:00:00,4638234094.140381,0.0,389801889.5854601,1605427226.1856087,0.0,1089404771.5169283,586665494.5054932,421398690.1491883,158721395.91923893,85831392.66232458,279643986.83782055,21339246.778317594,1933828246.974526,1535104911.5231753,203928118.59456,194795216.8567905,1929767732.516526,7861358.225964334,1642962720.3181864,147163485.31105034,55874860.53941542,1216797417.7685343,763733755.069141 
 01/11  15:00:00,4674969633.423584,0.0,413370456.4660406,1605427226.1856087,0.0,1089404771.5169283,586665494.5054932,423279185.0517355,159007827.48401965,105480464.19552797,270810178.357094,21524029.661134677,1758624072.4819809,1443760155.4765573,152946088.94592,161917828.05950357,2047278023.6562007,3001895.879112119,1727391503.335478,139984975.9241817,56402906.770477589,1143877398.9554663,808638079.2108519 
 01/11  16:00:00,4643409639.836871,0.0,402498283.5834136,1605427226.1856087,0.0,1089404771.5169283,586665494.5054932,424210166.44600978,158647480.59587816,100750853.81046212,254422069.30528225,21383293.887794906,1773715948.745448,1408256505.5494128,203928118.59456,161531324.6014755,1993057801.6767638,1642099.2907891637,1765358781.7966707,132806269.82675636,55861596.55745791,1114095470.2960244,785133478.0463196 
 01/11  17:00:00,4655712869.947243,0.0,376824251.22145166,1605427226.1856087,37492200.0,1116394962.6977282,586665494.5054932,424559609.8312901,158165896.44225598,83136689.04631064,248745809.35867719,18300730.658425724,1926383344.0949913,1460062308.371774,305892177.89184,160428857.83137734,1865090262.016472,2912226.640265029,1733140887.6411372,113064935.69820902,47986098.44671846,1153128836.834189,734240076.1567232 
 01/11  18:00:00,4669618368.393972,0.0,366331703.1378873,1605427226.1856087,74984400.0,1116394962.6977282,586665494.5054932,425643007.88302329,158000261.1843579,78615453.48994418,239237573.137123,18318286.17280614,1905940710.0998703,1505030778.1274622,305892177.89184,95017754.0805682,1812819626.7682973,4492570.825525746,1707693884.0039283,73581164.06126589,48333117.8880586,1190581032.759389,714890805.0251997 
 01/11  19:00:00,3489850429.0726487,0.0,369744955.51131775,1128360457.4785848,74984400.0,716799361.7081372,305066057.1428565,401083044.74590685,158260654.43546508,85249426.41147039,231972573.66219593,18329497.97671318,1823809530.5404788,1454817999.5389622,305892177.89184,63099353.10967645,1829820687.1027287,4789014.586395315,1499422581.957623,60469913.142775598,48168574.98439062,1122708791.102755,722392706.4703391 
 01/11  20:00:00,3471666623.755323,0.0,372814501.7245125,1128360457.4785848,74984400.0,689809170.5273374,305066057.1428565,401083044.7459069,158388002.01271529,88826820.93745533,231822768.060788,20511401.12516569,1744103502.111857,1445565864.363281,203928118.59456,94609519.15401614,1845110105.9374476,5068548.725938013,1446986138.8317018,60469967.68541001,57143049.84538658,1142718151.6060739,728002753.9858128 
 01/11  21:00:00,2871715706.3576896,0.0,375039730.33332785,767444968.8145875,74984400.0,448411296.5500608,305066057.1428565,401083044.7459069,158832360.24980615,93143724.72345983,227475155.36123175,20234968.436452025,1838136271.1570757,1571105728.659341,203928118.59456,63102423.90317449,1856195887.3244866,9680606.42826531,1300088511.5138586,60469722.33492202,55571310.080933589,1236139772.7507907,732859291.6217916 
 01/11  22:00:00,2709190193.634274,0.0,362108761.6199441,767444968.8145875,74984400.0,448411296.5500608,164266338.4615381,401083044.7459069,158602521.9756533,84078057.22202206,229254871.7571759,18955932.48738513,1820867620.3567727,1605025957.8118993,152946088.94592,62895573.59895332,1791793939.7901195,13948886.766142704,1247631395.6451562,51082820.22571739,50125666.03768571,1268324339.5275593,705438308.131322 
 01/11  23:00:00,2274641597.661008,0.0,339653792.2780416,410683362.9955632,74984400.0,448411296.5500608,117333098.90109866,401083044.7459069,158449410.77094195,69628236.12256687,237338121.60885103,17076833.687977304,1863661314.7386006,1698818663.7228738,101964059.29728,62878591.718446757,1680015415.557925,26664538.087780749,1145337999.7056704,49842281.150465879,42192588.44836426,1337180291.8017913,661482432.5359744 
 01/11  24:00:00,2266533489.5761029,0.0,323009376.40808656,410683362.9955632,74984400.0,448411296.5500608,117333098.90109866,401083044.7459069,158171245.8506219,58902009.02598315,253069494.98981727,20886160.108964947,1859020937.371077,1745166862.69626,50982029.64864,62872045.02617709,1597217582.077895,35572930.77110858,1084278224.2297827,49842453.59429982,46195349.831493388,1381205579.9922157,629014040.4899793 
 01/12  01:00:00,2220673141.26032,0.0,315549259.4046675,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,401083044.7459069,158075820.8422201,53559879.55191401,265553964.9766725,15924300.063417238,1872090925.2445014,1788817462.8218578,20392811.859456,62880650.56318751,1560121044.1679564,43632019.28645317,1035183265.9284127,49913814.12391269,39114194.122821148,1416401265.4433666,615060832.3111993 
 01/12  02:00:00,2244474267.792996,0.0,322845243.5362443,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,401083044.7459069,158317008.55555157,55357163.85303253,280143591.8450733,15801343.581665228,1908839950.9000705,1825572527.9644242,20392811.859456,62874611.07619047,1596400793.9742947,48466662.78456166,995763141.6325065,49913987.13309159,38159003.97898403,1445281858.646657,630338962.4162053 
 01/12  03:00:00,2317404455.2423746,0.0,351009217.43649819,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,401083044.7459069,159016436.13936476,64154513.6187564,315362011.8769551,15852359.749371084,1939765705.1039777,1856497700.30867,20392811.859456,62875192.935851547,1736537047.4468077,49776303.007086638,962484989.2558302,49914062.300642598,37716176.160926248,1470408344.1887818,687301779.2539648 
 01/12  04:00:00,2376103077.767877,0.0,374588229.63217058,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,401083044.7459069,159569162.62391729,72274183.94195347,341757346.36274716,15904238.785659619,1968023798.819541,1884755212.9797683,20392811.859456,62875773.980317089,1853947391.297999,50307388.27528365,933516162.4210925,49914136.82588259,37433363.953754108,1492027847.0743876,732411153.9947074 
 01/12  05:00:00,2859363303.312338,0.0,375021026.0663314,767444968.8145875,74984400.0,536289837.963264,117333098.90109866,401083044.7459069,159338842.12604756,71550020.97817266,338134382.35592898,18183681.36099966,1885158750.3788522,1801883809.0284806,20392811.859456,62882129.4909157,1856103013.8638559,35997984.14109629,1009061664.4865321,49914104.29775631,47201930.25233435,1426116837.7598258,731676638.1641464 
 01/12  06:00:00,2853030663.3601176,0.0,356425619.031222,767444968.8145875,74984400.0,539619837.963264,117333098.90109866,403551056.9747602,161453750.59596814,59462004.600314,354134649.54037669,18621276.93852558,2849335140.233423,2735465859.8454658,50982029.64864,62887250.739317659,1763495603.682333,341336005.41805776,756672162.9047748,49914237.214991588,50605624.77430391,2170171017.5810267,694195622.2980728 
 01/12  07:00:00,3889169567.222216,0.0,350882550.1967888,1244511737.5216106,74984400.0,1089404771.5169283,117333098.90109866,408047632.62498477,159235522.90051765,52544393.51986368,373388926.3924494,18836533.647974936,2354976870.2493774,2190128537.6698439,101964059.29728,62884273.2822536,1735897362.2922798,103768843.48744047,1049691611.7604597,49914222.77772641,53191271.13396159,1755553649.9350527,683859256.6291049 
 01/12  08:00:00,4389814878.967403,0.0,342670245.89564147,1605427226.1856087,18746100.0,1116394962.6977282,293332747.2527466,413900929.7509285,158578494.61079595,48348957.9701569,372977786.2803113,19437428.323483558,2270649685.906084,1990536937.809037,152946088.94592,127166659.1511269,1695024349.3769966,54440951.09039362,1247471515.166194,85306964.25083629,52345355.956266839,1576412195.7933446,667514842.9934766 
