Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Refrigeration:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),InteriorEquipment:Gas [J](Hourly),WaterSystems:Gas [J](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),WaterSystems:EnergyTransfer [J](Hourly),Refrigeration:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),CoolingCoils:EnergyTransfer [J](Hourly) 
 03/05  20:00:00,586231296.899769,0.0,0.0,189733389.44400008,78746400.0,189143078.4,112723016.43219449,1885452.3019049459,13999960.321669506,621049053.5281615,603573717.5281615,17403336.0,72000.0,447879778.4782871,917028.4845348577,4451399.514708739,40571370.83526901,379145064.01556137,0.0 
 03/05  21:00:00,627218440.9476698,0.0,0.0,189733389.44400008,78746400.0,189143078.4,152939746.65367098,2771142.83466364,13884683.615335105,737985809.8796007,720510473.8796007,17403336.0,72000.0,606873477.160321,173980.45159378468,4451399.514470746,40052861.83626011,570563404.5524314,0.0 
 03/05  22:00:00,641345277.9825294,0.0,0.0,189733389.44400008,78746400.0,189143078.4,158577307.7808073,12133447.53256429,13011654.825157846,1472910686.302537,1328026168.7363089,17403336.0,127481181.56622815,945368668.3318859,0.0,91517951.94396022,36212112.281376998,950894681.6126404,0.0 
 03/05  23:00:00,715223293.6303272,0.0,0.0,189733389.44400008,78746400.0,189143078.4,231426592.16252605,14326190.71322604,11847642.910575178,1436263889.7003749,1418788553.7003749,17403336.0,72000.0,1141714903.3663316,0.0,4451399.514630703,31156897.74822779,1123731468.828296,0.0 
 03/05  24:00:00,667324249.3555805,0.0,0.0,189733389.44400008,78746400.0,189143078.4,182435976.53044293,11849748.399237745,15415656.581899628,1186778843.2420016,1169303507.2420016,17403336.0,72000.0,937990295.3870587,0.0,4451399.514583797,34848399.450956199,918525614.2143396,0.0 
 03/06  01:00:00,710631911.1398722,0.0,0.0,189733389.44400008,78746400.0,189143078.4,227250458.02144406,13914074.273993897,11844511.00043428,1371663310.4921439,1323219816.6097224,17403336.0,31040157.88242166,1077143053.2684112,0.0,7412055.728857042,31139229.450327197,1049088593.6836338,0.0 
 03/06  02:00:00,667329870.0821092,0.0,0.0,189733389.44400008,78746400.0,189143078.4,186292240.92071186,11565788.415630244,11848972.901767016,1134780262.154899,1117304926.154899,17403336.0,72000.0,907446697.8315475,0.0,7412055.737484988,31165461.076729604,877991651.19361,0.0 
 03/06  03:00:00,694793871.2767512,0.0,0.0,189733389.44400008,78746400.0,189143078.4,211277877.1022154,14047302.91569965,11845823.414836098,1323440978.4252072,1305965642.4252072,17403336.0,72000.0,1063034437.1121295,0.0,7412055.7358738579,31146654.40135415,1035283439.0640216,0.0 
 03/06  04:00:00,687498086.9256808,0.0,0.0,189733389.44400008,78746400.0,189143078.4,206304886.79045237,11729225.019131944,11841107.272096329,1183345716.4217537,1134901097.494372,17403336.0,31041282.927381826,928359486.2949534,0.0,7412055.736035887,31118705.924783708,891950087.8886556,0.0 
 03/06  05:00:00,716177879.8474231,0.0,0.0,189733389.44400008,78746400.0,189143078.4,231223806.7201559,13948878.473157602,13382326.810109612,1302162246.3241657,1284686910.3241657,17403336.0,72000.0,1060576837.1243172,0.0,7412055.733028974,37696703.2827196,1019268182.0295571,0.0 
 03/06  06:00:00,676959524.0815148,0.0,0.0,189733389.44400008,78746400.0,189143078.4,194336991.38143496,11716845.100840202,13282819.755239748,1142548173.327389,1125072837.327389,17403336.0,72000.0,915028817.7352295,0.0,7412055.73653176,37270328.059289049,884832808.6703942,0.0 
 03/06  07:00:00,827724162.9090175,0.0,0.0,189733389.44400008,26248800.0,191659478.4,372327870.4383841,34961536.46268224,12793088.163951019,10723951461.561757,10675507186.543873,17403336.0,31040939.01788351,3095737245.023299,28585806.995235973,7412055.682969386,35032424.80661521,8403701651.376011,0.0 
 03/06  08:00:00,1529315114.5402854,0.0,0.0,963113651.9999994,0.0,191659478.4,329561222.2086869,31027083.615431474,13953678.316167653,8523580083.149614,8410936159.719141,17403336.0,95240587.43047107,1796600935.3502768,45532188.31869016,80057445.58212973,35239618.34817108,6578219015.15228,0.0 
 03/06  09:00:00,1840480465.062998,0.0,0.0,963113651.9999994,0.0,524349514.9186813,321437424.02645316,17318903.654783217,14260970.463080656,6857125818.503836,6598566245.902744,130525020.0,128034552.60109222,657162511.1131454,110876919.72775786,104762922.56187923,37024258.091349888,5168182986.646428,0.0 
 03/06  10:00:00,1837750556.4070762,0.0,6402.234535653088,963113651.9999994,0.0,524349514.9186813,321132737.63400819,14668739.755372715,14479509.86447845,6190798098.239821,5865777175.756878,130525020.0,194495902.482944,331239367.7981423,157061305.68734996,143305820.49149723,38320840.44589537,4611843548.033949,60432.63623891331 
 03/06  11:00:00,1850534324.119887,0.0,4197.179341222025,963113651.9999994,0.0,545953921.3186814,321093213.8771312,5795167.457814623,14574172.286918914,5409656815.154682,5073223184.355106,174033360.00000004,162400270.79957588,134278355.77495996,333336986.3077996,147752061.21110157,38859876.32822556,4006947116.5008127,37933.335880823994 
 03/06  12:00:00,1852427088.5438922,0.0,0.0,963113651.9999994,0.0,545953921.3186814,321093213.8771312,3913998.5275726506,18352302.820507345,4814918069.759099,4432028836.318977,174033360.00000004,208855873.44012187,34520014.35065316,553076675.9877887,161094749.3230856,43276936.91415928,3523042250.062773,0.0 
 03/06  13:00:00,1847017590.9828907,0.0,0.0,963113651.9999994,0.0,545953921.3186814,321093213.8771312,2166011.7443366518,14690792.042741755,4489156847.357346,4099113743.155943,174033360.00000004,216009744.20140238,15711341.201555608,710892704.3714573,171471670.0719569,39102821.3411642,3242469255.0324585,0.0 
 03/06  14:00:00,1825312144.271959,0.0,0.0,963113651.9999994,0.0,524349514.9186813,321093213.8771312,1932039.4574083673,14823724.018738598,4384303684.268573,4067630431.014637,87016680.00000002,229656573.25393499,3681862.4129129366,733640630.6559448,177401046.89547453,39839520.21559354,3173843121.173204,0.0 
 03/06  15:00:00,1825070217.0552133,0.0,0.0,963113651.9999994,0.0,524349514.9186813,321093213.8771312,1662198.504456927,14851637.75494429,4123879655.046104,3874700116.233865,87016680.00000002,162162858.81223936,0.0,808773095.91031,144788032.2992975,39863772.39593939,3028458268.653376,0.0 
 03/06  16:00:00,1796673272.2928963,0.0,0.0,963113651.9999994,0.0,496207971.0593406,321093213.8771312,1553248.8918972689,14705186.464527309,3813007583.3774235,3600528956.3769285,17403336.0,195075291.00049544,13286646.498044869,981725834.8134811,150716939.2082123,38883953.53935886,2813582087.833291,0.0 
 03/06  17:00:00,1779874590.0747243,0.0,0.0,963113651.9999994,0.0,478868630.4,321093213.8771312,3040313.122512066,13758780.67508135,4023906424.306565,3845475687.787631,17403336.0,161027400.51893346,19907348.430141827,1085057573.0315169,123545598.97248364,33694527.92228332,2910715890.917776,0.0 
 03/06  18:00:00,1525484302.4352084,0.0,0.0,963113651.9999994,26248800.0,191659478.4,321093213.8771312,9740806.783834828,13628351.374242973,4818169159.232274,4639744252.177946,17403336.0,161021571.0543287,74406251.47580946,652304260.8596233,123545719.12758726,33249359.929314779,3550671358.8129928,0.0 
