Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),ExteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),HeatRejection:Electricity [J](Hourly),Humidifier:Electricity [J](Hourly),Refrigeration:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),InteriorEquipment:Gas [J](Hourly),WaterSystems:Gas [J](Hourly),HeatRejection:EnergyTransfer [J](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),WaterSystems:EnergyTransfer [J](Hourly),Refrigeration:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),CoolingCoils:EnergyTransfer [J](Hourly) 
 01/09  02:00:00,2204490134.714101,0.0,95403420.27712256,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,396739862.2797197,154273916.39542733,0.0,531876549.6292135,15269514.457095549,3103641927.322229,3018760925.1882345,20392811.859456,64488190.274538118,446026744.0695267,265364100.50660778,630065138.3679245,49694153.59730444,35952722.8063151,2387503507.0319168,172853095.30321146 
 01/09  03:00:00,2195777526.85383,0.0,99006901.28665675,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,396739862.2797197,154344961.85718743,0.0,519488685.0641978,15270244.69054548,3081540386.561432,2996659105.6237695,20392811.859456,64488469.07820672,463116921.35418316,267392026.83996327,617162642.2376888,49694094.59586432,35956264.88918157,2369197848.8925745,180852740.52847398 
 01/09  04:00:00,2189142155.634048,0.0,102015075.76260308,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,396739862.2797197,154404956.01592333,0.0,509783863.08183637,15271526.818443334,3072014405.1007907,2987132845.8288309,20392811.859456,64488747.41250333,477004437.65735116,269599733.6996336,605467363.4407082,49694031.31006915,35961512.18363615,2362547492.4244658,185562976.00947858 
 01/09  05:00:00,2676656466.3755486,0.0,102904305.264485,767444968.8145875,74984400.0,536289837.963264,117333098.90109866,396739862.2797197,153915490.04476298,0.0,509457355.970562,17587147.137067535,2913958347.1239197,2829074978.75207,20392811.859456,64490556.512394119,481263237.18135777,219262563.422017,689400354.813116,49694104.89732433,45849624.96877958,2242496812.548355,187040906.43528087 
 01/09  06:00:00,2687921812.8269045,0.0,103491819.3071404,767444968.8145875,74984400.0,539619837.963264,117333098.90109866,396739862.2797197,158051491.57198606,0.0,512056546.16800817,18199787.821099305,4030124616.7527396,3914646614.9642579,50982029.64864,64495972.13984229,483923354.23975756,770908890.6382063,499395663.6192805,49693974.12625388,49731611.30093063,3076323782.525236,187851555.4144782 
 01/09  07:00:00,3751867308.0872037,0.0,126128890.24735278,1244511737.5216106,74984400.0,1089404771.5169283,117333098.90109866,397586449.6009311,155562718.59891416,0.0,527861575.4277333,18493666.272635387,3353743684.3895838,3187286121.6731779,101964059.29728,64493503.4191258,589925205.8289502,404681411.02098867,705045131.7341029,49694047.8112743,52336727.49158081,2545771798.2564308,224810053.67989633 
 01/09  08:00:00,4270564560.9297997,0.0,134696420.95261587,1605427226.1856087,18746100.0,1116394962.6977282,293332747.2527466,398953045.2833766,154788305.88782985,0.0,529143613.9078215,19082138.762071495,3107023421.002666,2823654636.9776489,152946088.94592,130422695.07909712,629947860.9167323,242040981.4982992,852979875.6622272,84930334.69133409,51104607.015491317,2239128781.860247,243359140.3955108 
 01/09  09:00:00,4437362073.935414,0.0,169601201.39475663,1605427226.1856087,0.0,1116394962.6977282,439999120.87911996,399535927.28478148,155185276.03968138,918164.3631186723,529719341.0994427,20580853.991175236,2893783742.4428699,2558633756.353514,203928118.59456,131221867.49479559,794299367.3921346,175389690.4773525,952287601.7341699,103781452.61951068,53438621.70282847,2023783186.617124,311415078.1977705 
 01/09  10:00:00,4605249245.78561,0.0,217958519.7614996,1605427226.1856087,0.0,1089404771.5169283,586665494.5054932,399971191.9516687,155899016.89845664,7965075.980111868,521272804.34308776,20685144.642755309,2630850384.9356758,2313038251.7198779,152946088.94592,164866044.26987753,1022921654.2564348,129259257.75344309,1037901165.3123487,118096113.10893698,54065139.641033019,1828050138.7754789,401095088.08622989 
 01/09  11:00:00,4657431211.517194,0.0,252800928.6105513,1605427226.1856087,0.0,1116394962.6977282,586665494.5054932,400343509.4915163,156340557.9249729,13650873.710600416,505193564.8829446,20614093.5077784,2531308717.1298239,2110361976.6089855,254910148.24319998,166036592.2776381,1187134909.2128134,99596784.54664251,1127876605.4872494,139568011.35056887,53627488.601341489,1665787951.3110193,463697317.3927344 
 01/09  12:00:00,4693413007.529443,0.0,296956673.5158561,1605427226.1856087,0.0,1116394962.6977282,586665494.5054932,400676118.15102538,157011247.07765246,22691264.33240932,482220241.2917522,25369779.771916018,2374997069.142308,1920316597.4034076,254910148.24319998,199770323.49570108,1395535179.8032404,75749713.43614692,1215591344.6322253,146725367.5142225,58970790.372409548,1517006683.8369666,546461483.512364 
 01/09  13:00:00,4568510530.139376,0.0,337162680.1088579,1605427226.1856087,0.0,1116394962.6977282,439999120.87911996,400977924.05964818,157582718.78044719,33097736.670649649,457374622.49810829,20493538.259207198,2224711493.444721,1804451229.3323646,254910148.24319998,165350115.86915697,1585530713.782396,57097429.75213401,1291919773.191979,127042791.49818747,52743088.93658522,1428110178.8190103,618983960.896002 
 01/09  14:00:00,4720606368.77402,0.0,366145690.742185,1605427226.1856087,0.0,1089404771.5169283,586665494.5054932,401366585.6658024,158044788.80306197,41517854.11306931,451111621.30226376,20922335.93960773,2105812027.597269,1735416869.202814,203928118.59456,166467039.79989479,1722652804.8955658,42341464.89572424,1339472116.3484059,146725188.73865576,54659914.09553908,1374711721.0324553,672174376.405066 
 01/09  15:00:00,4733259019.576729,0.0,377875163.5756182,1605427226.1856087,0.0,1089404771.5169283,586665494.5054932,402271533.6144446,158073244.78818549,45381698.85900653,447104614.5318888,21055271.99955488,2013329945.8521424,1661109587.5771983,152946088.94592,199274269.3290237,1778178100.1232558,26842062.73378872,1396202852.616518,139567967.92883329,55208067.37457405,1315567917.3417447,692298954.6142118 
 01/09  16:00:00,4725880171.505224,0.0,378224441.03920868,1605427226.1856087,0.0,1089404771.5169283,586665494.5054932,403185004.02194347,157994869.59062518,46413274.65719819,437602065.8494326,20963024.13878616,2005117567.3084152,1635550301.7278705,203928118.59456,165639146.98598454,1779831976.3218573,18058789.517541697,1420587125.139456,132410687.30878435,54649941.760726269,1294445765.0297952,692814061.2064245 
 01/09  17:00:00,4752943857.169394,0.0,353492985.6776878,1605427226.1856087,37492200.0,1116394962.6977282,586665494.5054932,404062908.1240166,157464064.97497405,39076995.2980003,434996810.6513562,17870209.05452832,2085718243.1817108,1648185375.3129719,305892177.89184,131640689.97689897,1662780766.5549985,17461365.742749417,1423908680.801714,112728120.67599489,46692609.47157703,1301307878.68845,644707415.6249865 
 01/09  18:00:00,4766172816.805919,0.0,336768292.8526587,1605427226.1856087,74984400.0,1116394962.6977282,586665494.5054932,405110723.8876165,157093291.69884262,34778439.9061424,431116118.0663352,17833867.005493218,2047000820.271482,1643652641.208392,305892177.89184,97456001.17125014,1583660296.705967,15331733.580082776,1435209918.9668959,73361662.47803889,46859139.76828876,1299923378.4615846,615927897.0150466 
 01/09  19:00:00,3583094596.1825768,0.0,330457043.1826293,1128360457.4785848,74984400.0,716799361.7081372,305066057.1428565,396739862.2797197,156727253.0700213,34229129.70381725,421961182.6408464,17769848.975964376,1844653387.8049756,1441720755.2857192,305892177.89184,97040454.62741643,1553818459.0307229,7618625.868713593,1414685726.1122249,60289798.49813197,46481453.16900721,1120552943.199566,604184463.426595 
 01/09  20:00:00,3569671964.608938,0.0,343340419.8096534,1128360457.4785848,74984400.0,689809170.5273374,305066057.1428565,396739862.2797197,157073745.32643319,39001675.59293118,415296725.6076251,19999450.843797059,1709393789.974859,1440752501.1946018,203928118.59456,64713170.18569712,1614746018.257074,7801646.665725396,1361890775.7282797,60289453.91047234,55457249.73842286,1140294347.6535278,629969802.1235169 
 01/09  21:00:00,2942350245.637528,0.0,340897767.4645604,767444968.8145875,74984400.0,448411296.5500608,305066057.1428565,396739862.2797197,157391271.8878345,40246070.45997761,391453572.2929245,19714978.745006339,1831730738.3233927,1563087487.681269,203928118.59456,64715132.04756404,1603191507.9307399,13276140.589627017,1221277405.5204998,60289929.90671505,53966739.992107558,1229770178.4765335,623081925.0320925 
 01/09  22:00:00,2757593053.7114665,0.0,323845816.37333068,767444968.8145875,74984400.0,448411296.5500608,164266338.4615381,396739862.2797197,157095158.03516314,37367946.25619283,368963407.62742856,18473859.3134447,1841260168.566457,1591594170.6243554,152946088.94592,96719908.99618165,1522565982.5293856,17515194.53493676,1174305669.5140329,50930247.872862998,48744864.13158554,1258098964.488253,591417903.5986955 
 01/09  23:00:00,2308084063.193384,0.0,302659249.69987776,410683362.9955632,74984400.0,448411296.5500608,117333098.90109866,396739862.2797197,157016143.70031319,33268992.24965955,350315044.80449238,16672612.012598772,1860576870.0194119,1694137390.6557234,101964059.29728,64475420.06640835,1422454905.581957,28652489.885527787,1073258560.8994964,49693716.74185862,40966481.63363716,1334694156.2394539,551906496.0274568 
 01/09  24:00:00,2276086700.599914,0.0,284469315.12539777,410683362.9955632,74984400.0,448411296.5500608,117333098.90109866,396739862.2797197,156772248.0786887,29663175.639697397,336323895.66579118,20706045.36389699,1890506955.4486685,1775049701.2241562,50982029.64864,64475224.57587218,1336555620.7091609,39187143.90763485,1013915772.1784856,49693399.492888439,45407013.436536628,1406608842.8697713,518960799.887261 
 01/10  01:00:00,2200287205.013715,0.0,276373007.6258447,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,396739862.2797197,156696247.61490516,28931964.038733648,314948152.663681,15671099.115308004,1920961646.7019394,1836091185.0031543,20392811.859456,64477649.839328978,1298337762.545456,47765871.3327963,967920094.3912693,49768965.205382298,38297486.29299945,1453508789.9287606,504738683.0566036 
 01/10  02:00:00,2190391797.68327,0.0,274426068.84723886,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,396739862.2797197,156724787.61577539,29084573.485034385,306938943.5112994,15550690.268679835,1960444406.0817965,1875574032.5039724,20392811.859456,64477561.71836823,1289149264.4228898,52378867.47941086,930983061.007221,49768691.57317122,37582889.695226307,1484834239.2555149,501266603.991426 
 01/10  03:00:00,2186765375.856908,0.0,280047762.079421,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,396739862.2797197,156896960.0975439,31590609.508177774,295047684.5207752,15515625.695748209,1984371067.2799798,1899500290.3586453,20392811.859456,64477965.06187856,1315682807.1690336,54968587.89250304,896551578.1290503,49768748.42112192,37373806.75942193,1502596480.044847,512366355.3463535 
 01/10  04:00:00,2193386276.6215569,0.0,292474252.03758916,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,396739862.2797197,157199654.06589318,36247223.77526866,284271145.8529384,15527266.934625119,1990212672.1000722,1905341492.3879128,20392811.859456,64478367.85270333,1374350366.0237859,57291649.54298719,867229404.3081535,49768804.50691892,37441523.71956582,1506641601.1476823,535526638.07911339 
 01/10  05:00:00,2699004029.9443066,0.0,301924554.556678,767444968.8145875,74984400.0,536289837.963264,117333098.90109866,396739862.2797197,157096198.21321947,38782345.474616799,281174569.06414809,27234194.676973154,1880170440.6637977,1795298363.523739,20392811.859456,64479265.28060244,1418981521.7636233,39791296.95428088,947736021.6670594,49769110.89002538,87451153.80179537,1421854439.2539745,552156987.4605672 
 01/10  06:00:00,2710445015.706546,0.0,280394990.71963319,767444968.8145875,74984400.0,539619837.963264,117333098.90109866,397759842.29521819,159655846.8260442,29372936.634107345,318211533.1553894,25667560.397202404,2964398825.3625977,2848936957.800296,50982029.64864,64479837.91366152,1317330536.586794,383400971.9770907,640707596.9023132,49769142.476321037,81888372.63852419,2256991633.8953735,509821503.730052 
 01/10  07:00:00,3740880999.5961258,0.0,260738218.11699374,1244511737.5216106,74984400.0,1089404771.5169283,117333098.90109866,400348409.1226444,156832271.46082578,21724590.714492576,352639646.09823778,22363856.143294086,2436997190.655386,2270552967.8246958,101964059.29728,64480163.53341054,1224569096.0530239,136232859.102344,954896829.412866,49769169.21918321,69111589.33357236,1819005900.7468754,473975833.6188436 
 01/10  08:00:00,4251980578.1789238,0.0,255635340.46176128,1605427226.1856087,18746100.0,1116394962.6977282,293332747.2527466,401687211.04482868,156290310.8606387,19618997.528857445,365535666.9979396,19312015.148814273,2328416108.094868,2077623773.8054052,152946088.94592,97846245.34354285,1200497579.509153,77342489.11706119,1122478023.943456,85058237.16626752,52407950.82001367,1640967046.1817387,466416905.0733079 
 01/10  09:00:00,4411561585.536616,0.0,282940025.6017466,1605427226.1856087,0.0,1116394962.6977282,439999120.87911996,403269926.8239858,156505157.43824584,25993146.436206059,360237335.9085193,20794683.565455654,2195015322.9256489,1859837606.981081,203928118.59456,131249597.35000786,1329346166.9823025,46990359.39567829,1260365912.5763958,103938471.10002601,54654606.44145149,1470712382.8419796,519646262.48379096 
 01/10  10:00:00,4576654099.723829,0.0,318265894.88050267,1605427226.1856087,0.0,1089404771.5169283,586665494.5054932,405088446.9904922,157003408.4600178,35045722.672316,358858120.4814044,20895014.031067186,2054025809.7719982,1736213761.1479173,152946088.94592,164865959.67816103,1496196117.8660567,30686277.58282841,1362641980.792563,118274782.81939715,55258783.231689978,1374207514.6578534,584042131.7346182 
 01/10  11:00:00,4641799033.968791,0.0,347243485.8330811,1605427226.1856087,0.0,1116394962.6977282,586665494.5054932,406631519.2694741,157408735.82262937,44053863.09168135,357096089.8220864,20877656.74100896,2046824225.0188945,1625840213.7554737,254910148.24319998,166073863.02022074,1633209381.7537609,20926635.345104785,1461618153.1458762,139779264.7352359,54723949.968975517,1286157996.3078836,637275041.8809159 
 01/10  12:00:00,4671627796.158126,0.0,368137528.94117709,1605427226.1856087,0.0,1116394962.6977282,586665494.5054932,408253173.4094537,157622493.91999195,51859134.85372016,351700772.4856596,25567009.15929252,1986367513.3995434,1531679779.0342389,254910148.24319998,199777586.1221046,1732077898.6838742,12891351.06718667,1545510083.2241929,146947013.36663363,59702225.4112452,1213965611.8606888,675110595.4888523 
 01/10  13:00:00,4545065276.957144,0.0,382492384.6116664,1605427226.1856087,0.0,1116394962.6977282,439999120.87911996,410762480.2787709,157721301.9685869,57123826.75419172,354315882.59973075,20828090.981740327,1883409916.1244448,1463143951.2770966,254910148.24319998,165355816.6041484,1800043826.1466258,6140706.488711627,1616524739.3386298,127234934.7218912,53599013.292664039,1158880363.7466958,701470178.7095671 
 01/10  14:00:00,4664688704.23081,0.0,380731503.8901665,1605427226.1856087,0.0,1089404771.5169283,586665494.5054932,413511140.3742632,157554180.6165543,56267874.422789368,354014380.15191236,21112132.567093776,1803326888.0212992,1416628670.0947426,203928118.59456,182770099.3319968,1791704598.470488,1168645.284818969,1669509812.3197337,146947104.48278827,55388224.32258545,1123421693.5016132,696852477.3118348 
 01/10  15:00:00,4668769036.3632969,0.0,376684978.0479015,1605427226.1856087,0.0,1089404771.5169283,586665494.5054932,415312769.73407617,157283299.47094748,53468327.96433861,363350437.51019009,21171731.427813017,1686463762.1853269,1350508841.6058629,152946088.94592,183008831.63354416,1772542546.3971482,0.0,1736942152.87322,139779179.97409228,55870321.73185988,1070709919.0871738,689950623.2652903 
 01/10  16:00:00,4653681889.0643019,0.0,361211222.64182028,1605427226.1856087,0.0,1089404771.5169283,586665494.5054932,416001106.8404669,156873584.24654589,47009123.43503417,370101327.0492751,20988032.643128829,1704910987.7037416,1335330554.317379,203928118.59456,165652314.79180295,1699297527.390107,11756.244600874015,1758372403.0578926,132611120.9430064,55194663.89917645,1057200292.3039837,659832428.0209004 
 01/10  17:00:00,4679322286.884776,0.0,325946795.52662649,1605427226.1856087,37492200.0,1116394962.6977282,586665494.5054932,416300052.09140357,156202522.35069294,35098290.01944593,381866792.57815566,17927950.92962221,1864897740.748413,1394758375.9958599,305892177.89184,164247186.86071278,1532505678.7305184,883732.2341385365,1720560916.4817513,112898640.74133674,47376082.85023616,1102681058.7477468,593546135.1075552 
 01/10  18:00:00,4677208846.5590319,0.0,284522044.4748286,1605427226.1856087,74984400.0,1116394962.6977282,586665494.5054932,417656101.1393308,155347289.357324,24064048.876549774,394156230.8062048,17991048.515962926,1814106829.9466286,1442890178.2557185,305892177.89184,65324473.79907017,1336813559.2432309,2811807.51305961,1697269978.2510198,73472918.31129408,47770837.17790107,1140570214.7567299,516756933.7690176 
 01/10  19:00:00,3451853078.18835,0.0,238280732.23851655,1128360457.4785848,74984400.0,716799361.7081372,305066057.1428565,396739862.2797197,154607889.29577864,14820777.66382081,404244986.52314969,17948553.857786247,1909197125.9086989,1506267101.5239325,305892177.89184,97037846.4929262,1118682353.429401,5618146.133352558,1498857826.6536937,60381450.61371418,47522889.15099256,1176161022.6689323,431485580.7854227 
 01/10  20:00:00,3398940778.3858139,0.0,210380474.9392552,1128360457.4785848,74984400.0,689809170.5273374,305066057.1428565,396739862.2797197,154159273.5622725,9925957.592885483,411728713.40013787,17786411.462764779,1852587987.427043,1583946899.9446917,203928118.59456,64712968.8877915,987219805.6482122,6987890.404739763,1438264607.5727022,60380723.610752809,46580109.16852623,1254452511.8294585,381749866.2028463 
 01/10  21:00:00,2765270525.935671,0.0,182228121.71430785,767444968.8145875,74984400.0,448411296.5500608,305066057.1428565,396739862.2797197,153986881.00614975,5690654.896155618,413109769.8479953,17608513.683836834,2085740358.4285389,1784787034.8458312,203928118.59456,97025204.98814789,854708938.6117077,14782802.940754824,1285243644.8770788,60380600.944487269,45542523.690810877,1407457999.4558726,329728835.9388347 
 01/10  22:00:00,2616437885.966134,0.0,192777534.59071905,767444968.8145875,74984400.0,448411296.5500608,164266338.4615381,396739862.2797197,154326735.11860598,7956857.839971717,392642936.81798478,16886955.492945777,2009395653.716073,1791939016.7182875,152946088.94592,64510548.051865819,904353383.7527504,18522535.779143379,1238622151.017341,51008369.19081444,42240091.21507276,1414427527.7562078,353665001.54175117 
 01/10  23:00:00,2205586000.0184767,0.0,194849823.56819958,410683362.9955632,74984400.0,448411296.5500608,117333098.90109866,396739862.2797197,154694769.5789476,8729321.30648685,382402523.45245006,16757541.385950216,2037596355.0717653,1871146471.4935272,101964059.29728,64485824.28095796,914101042.775388,30864226.681530969,1144804444.5092726,49769542.86224086,41472942.62207709,1472576459.31901,354209169.1213292 
 01/10  24:00:00,2191688336.2252819,0.0,175859249.97706498,410683362.9955632,74984400.0,448411296.5500608,117333098.90109866,396739862.2797197,154389506.16104207,5781010.544344144,386763630.9989525,20742917.817435426,2059303159.0515028,1943835414.91197,50982029.64864,64485714.49089288,824742461.0171893,42774719.64302759,1094161380.3023244,49769563.95444795,45652202.3955186,1538294031.3014422,319504752.2597142 
 01/11  01:00:00,2133246686.9178944,0.0,184544761.2951645,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,396739862.2797197,154661433.18490238,7750258.496060517,362938415.24891248,15685084.737612818,2043155169.401576,1958274151.1041063,20392811.859456,64488206.438013758,865606466.1225748,48650522.16522262,1051140700.3864179,49842835.013431478,38386246.01971585,1548063549.1135183,337773058.20429238 
 01/11  02:00:00,2131910866.8312243,0.0,210018486.7628047,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,396739862.2797197,155260934.1197222,13342289.568820686,330062527.2212504,15559895.203384359,2017792890.567647,1932911874.662299,20392811.859456,64488204.04589242,985516936.0727602,50927578.47559847,1016277080.9819577,49842858.1417024,37642710.87983157,1527654962.8058015,384808450.2075973 
 01/11  03:00:00,2129348638.92343,0.0,226421746.91190378,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,396739862.2797197,155637688.76181574,17608038.718988498,306505723.7015834,15508706.873896599,2007820342.1097334,1922938837.1509884,20392811.859456,64488693.09928881,1062782174.0200186,53060465.955922778,986364264.124722,49842856.90503809,37335788.57955094,1520815310.231723,414029872.9230286 
 01/11  04:00:00,2117159472.642848,0.0,229763060.62919913,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,396739862.2797197,155747801.54495526,19161438.651618847,289310807.97518947,15509629.886643436,2036630463.4588083,1951748469.6248055,20392811.859456,64489181.974546749,1078526027.9168783,54764076.10719775,949487588.16112,49842855.55059788,37338787.897942278,1545647760.5315922,419224278.9080502 
 01/11  05:00:00,2601974651.3724596,0.0,225930938.5847933,767444968.8145875,74984400.0,536289837.963264,117333098.90109866,396739862.2797197,155431198.96980337,17789576.5456653,292186460.8657274,17844308.44779971,1972291563.134934,1887408585.5673745,20392811.859456,64490165.70810343,1060469255.7973396,41170700.43283971,1020370166.9904997,49842825.790761757,47339318.84791315,1495636443.053299,411396466.9185771 
 01/11  06:00:00,2634485192.85641,0.0,224063379.34698946,767444968.8145875,74984400.0,539619837.963264,117333098.90109866,398837172.45715478,158084999.03351946,16133640.757790236,319611663.97508999,18372031.606915319,2919094681.118375,2803621824.850887,50982029.64864,64490826.61884839,1051669669.7938522,330254726.8604129,722834830.7315056,49842844.55872502,50720640.78482034,2217843424.485142,408559023.099285 
 01/11  07:00:00,3693250836.3193767,0.0,228642418.53316359,1244511737.5216106,74984400.0,1089404771.5169283,117333098.90109866,401908945.33669629,155903121.2439566,15461830.156181504,346438866.0052514,18661647.10449056,2378294620.6513917,2211839324.985681,101964059.29728,64491236.36843044,1073245969.4662105,103066526.16282055,1039862588.1525172,49842747.291985947,53304699.250878129,1770571081.7014435,415960261.45900407 
 01/11  08:00:00,4218034575.393119,0.0,228654780.44775675,1605427226.1856087,18746100.0,1116394962.6977282,293332747.2527466,406915701.850004,155427642.29836429,14681675.51510987,359136182.9525109,19317556.193289304,2258402852.72501,2007615680.548802,152946088.94592,97841083.23028812,1073303561.3560207,57483179.47074875,1220607130.3565555,85184278.17283055,52439353.02241513,1590838216.6823645,416862373.3345264 
 01/11  09:00:00,4360260034.028784,0.0,239830972.4669036,1605427226.1856087,0.0,1116394962.6977282,439999120.87911996,409283365.391333,155365094.82330788,16871176.576424097,356284782.4100113,20803332.598346659,2201689460.899951,1866473451.3955744,203928118.59456,131287890.90981619,1125979113.427185,39533229.836777377,1319322420.9729362,104091482.88574642,54703948.99104309,1476905282.5336409,438530790.6746148 
 01/11  10:00:00,4494243908.46067,0.0,263378750.7577939,1605427226.1856087,0.0,1089404771.5169283,586665494.5054932,411015231.89305117,155675829.72491545,22615068.701769275,339153216.65070417,20908318.524406166,2068287098.7487748,1750494966.0381723,152946088.94592,164846043.76468269,1237027928.1542662,26250429.97409772,1397757544.12934,118448921.01627267,55334368.38210034,1385694259.1861835,482817991.2915838 
 01/11  11:00:00,4542115909.65497,0.0,291616379.700514,1605427226.1856087,0.0,1116394962.6977282,586665494.5054932,412470696.44231787,156098848.39375574,30509784.559358773,322094867.3031782,20837649.867015117,2059038590.7319887,1638033324.6272684,254910148.24319998,166095117.86152036,1370303113.6134456,16016177.09515003,1495243991.108289,139985051.08687694,54898765.03893607,1294497148.5720108,534811940.7076454 
 01/11  12:00:00,4567951523.758683,0.0,319444731.61754378,1605427226.1856087,0.0,1116394962.6977282,586665494.5054932,414835778.37454316,156493323.537319,40152317.79454851,303011994.058224,25525694.987674055,1984605015.4565693,1529900968.9042829,254910148.24319998,199793898.30908657,1501766663.8128594,8037909.25280247,1593663632.245729,147163716.39175446,59946644.549573268,1210044444.9689666,585996199.3735533 
 01/11  13:00:00,4464274227.366684,0.0,363177825.9721471,1605427226.1856087,0.0,1116394962.6977282,439999120.87911996,417039427.90393707,157249124.41712225,59396271.51239753,284765092.0119259,20825175.786697065,1865422815.9296358,1445141327.6162563,254910148.24319998,165371340.07017929,1708618490.7732435,3708080.5007246818,1676113705.7556864,127422371.7439597,53955748.33866641,1143398211.1751319,668221407.0257301 
 01/11  14:00:00,4655411670.329113,0.0,410921854.5990334,1605427226.1856087,0.0,1089404771.5169283,586665494.5054932,419453658.0692678,158116468.52284039,86012809.47982604,278076333.7076192,21333053.742496924,1781534360.5811325,1377818192.9392744,203928118.59456,199788049.04729835,1934751047.0255659,445991.7606640328,1745328788.296286,147163488.2784027,55839559.47068785,1091893037.090724,755767928.9010184 
 01/11  15:00:00,4694770310.805485,0.0,435801965.6495383,1605427226.1856087,0.0,1089404771.5169283,586665494.5054932,422455666.7352843,158424824.54254885,105680354.21214174,269391659.1054532,21518348.352488243,1618841648.0260952,1299827952.6165088,152946088.94592,166067606.46366639,2052721143.4932292,0.0,1830801120.3796907,139984980.32528759,56370541.59798244,1029389484.2722252,800252597.7732587 
 01/11  16:00:00,4663490884.806516,0.0,424409885.68295887,1605427226.1856087,0.0,1089404771.5169283,586665494.5054932,423912522.3366154,158081375.48989959,100962568.02774604,253250465.62964804,21376575.431619534,1639641071.1662853,1270041743.6971405,203928118.59456,165671208.8745848,1998692438.3985792,0.0,1867562589.564527,132806268.06301843,55823410.45473933,1005091483.8686111,777099088.9099783 
 01/11  17:00:00,4674637609.846974,0.0,397424132.66011986,1605427226.1856087,37492200.0,1116394962.6977282,586665494.5054932,424288350.85249367,157612227.99487455,83350906.45603593,247667594.22356589,18314514.2710539,1798569115.7305976,1328136402.3883527,305892177.89184,164540535.45040468,1870777747.8013085,0.0,1830097553.4843317,113064935.47743467,48069083.48221727,1050580354.7208622,726898534.052346 
 01/11  18:00:00,4688092870.790945,0.0,386360101.07724478,1605427226.1856087,74984400.0,1116394962.6977282,586665494.5054932,425594542.44254216,157447300.34661589,78825513.06397295,238039433.27538163,18353897.196357684,1778317093.494636,1374972695.038747,305892177.89184,97452220.56404892,1818360686.4823757,53206.52494723153,1805840073.0767399,73581158.12592359,48544663.81456434,1087725227.9062935,707743116.8187329 
 01/11  19:00:00,3503678783.479266,0.0,389492274.3580104,1128360457.4785848,74984400.0,716799361.7081372,305066057.1428565,396739862.2797197,157710506.21877957,85377597.56104687,230768618.00231353,18379648.729817667,1724062462.268597,1353456899.9685102,305892177.89184,64713384.40824658,1833197299.8306378,2096110.802372438,1554252902.0265237,60469587.58678396,48466363.78344208,1047635780.2970708,714241684.8678815 
 01/11  20:00:00,3482969622.1463768,0.0,392229442.3864156,1128360457.4785848,74984400.0,689809170.5273374,305066057.1428565,396739862.2797197,157812069.66232727,88851910.82072288,228533643.2359923,20582608.612420486,1647104534.716311,1346142894.6303676,203928118.59456,97033521.49138347,1846162812.2844005,2362806.6740900098,1507583163.6990936,60469976.96151457,57564139.60422775,1064256560.8494701,718933422.7989985 
 01/11  21:00:00,2878339218.636956,0.0,394016521.5749949,767444968.8145875,74984400.0,448411296.5500608,305066057.1428565,396739862.2797197,158207204.1778297,93054451.4618689,220092656.49859677,20321800.1364405,1729805064.1949287,1461158391.6788507,203928118.59456,64718553.92151793,1854629343.8736366,4177212.321140471,1365431295.7616268,60469734.49190394,56083898.17694054,1150117102.67588,722690770.25687 
 01/11  22:00:00,2714514627.9468357,0.0,380269012.1683536,767444968.8145875,74984400.0,448411296.5500608,164266338.4615381,396739862.2797197,157967893.63808913,83967493.00347062,221413624.870084,19049738.160931805,1709885353.948195,1492432842.4148565,152946088.94592,64506422.58741841,1789518436.5342556,5765384.703073479,1313055683.225848,51082810.13867392,50683673.20143174,1179750549.1196199,695333071.7908532 
 01/11  23:00:00,2277822681.623531,0.0,356507672.97130468,410683362.9955632,74984400.0,448411296.5500608,117333098.90109866,396739862.2797197,157828787.36515165,69505341.93108677,228651500.7639841,17177357.865561338,1753913049.6321378,1587459977.4160207,101964059.29728,64489012.918837029,1677037437.468455,12320252.050590599,1206340026.2182089,49842273.01325843,42790541.738301578,1247590693.5234593,651663960.0438607 
