Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),ExteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),HeatRejection:Electricity [J](Hourly),Humidifier:Electricity [J](Hourly),Refrigeration:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),InteriorEquipment:Gas [J](Hourly),WaterSystems:Gas [J](Hourly),HeatRejection:EnergyTransfer [J](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),WaterSystems:EnergyTransfer [J](Hourly),Refrigeration:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),CoolingCoils:EnergyTransfer [J](Hourly) 
 09/25  14:00:00,4831043954.651924,0.0,769446080.9162974,1605427226.1856087,0.0,1089404771.5169283,586665494.5054932,428298689.9802673,193213518.02760045,134073233.13611795,0.0,24514940.383611796,1261583820.8297415,977373033.4908351,152946088.94592,131264698.39298648,4023562477.5333635,0.0,2143104933.5407627,105374512.15296829,59888351.955556977,776409103.397609,3218566051.418933 
 09/25  15:00:00,4826038613.028385,0.0,758056738.4904294,1605427226.1856087,0.0,1089404771.5169283,586665494.5054932,433924685.1631956,193554703.33995796,134073233.13611795,525445.6628651773,24406315.027788894,1236364115.3604513,901400609.57227,203928118.59456,131035387.19362092,4086520145.123442,0.0,2243301924.582234,99970714.1045011,59036883.96529479,716426174.580938,3291411268.546294 
 09/25  16:00:00,4845759484.851439,0.0,747789305.9703982,1605427226.1856087,0.0,1116394962.6977282,586665494.5054932,439047883.56578627,193609641.21315349,134073233.13611795,1374356.463313235,21377381.113840857,1281243458.799787,877506464.66173,305892177.89184,97844816.24621718,4110354480.9062278,0.0,2304176435.8910057,85109936.93489924,51327160.22616111,697946143.5536054,3325375558.669849 
 09/25  17:00:00,4835588565.065097,0.0,728836190.171816,1605427226.1856087,0.0,1116394962.6977282,586665494.5054932,442611057.4758582,192024974.4368501,134073233.13611795,8213848.749913497,21341577.70571097,1265317009.0071293,894824001.0170034,305892177.89184,64600830.09828587,3953325463.9960916,0.0,2320320756.2500445,55388168.01762225,51844169.352219108,710975004.4195974,3185531543.249992 
 09/25  18:00:00,3580071796.9799969,0.0,646778081.0471029,1128360457.4785848,37492200.0,716799361.7081372,305066057.1428565,396739862.2797197,183934991.909861,134073233.13611795,9945777.565146493,20881774.71247027,1357294057.205622,986999423.8942528,305892177.89184,64402455.41952932,3129117391.3385059,0.0,1881260264.0077418,45519078.24518067,51891427.332312349,771661688.4187765,2345854307.014966 
 09/25  19:00:00,3533598722.1451437,0.0,607655661.494997,1128360457.4785848,74984400.0,689809170.5273374,305066057.1428565,396739862.2797197,174011650.91681654,134073233.13611795,184429.9665532802,22713799.202160874,1341232909.3075133,1072918776.5841131,203928118.59456,64386014.128840159,2965612300.907881,0.0,1783862688.8337346,45518728.60267074,61359445.908684428,846991085.1235645,1658246516.5342298 
 09/25  20:00:00,2923660531.5233809,0.0,604582058.387207,767444968.8145875,74984400.0,448411296.5500608,305066057.1428565,396739862.2797197,170155489.77486853,134073233.13611795,0.0,22203165.437962176,1477876772.7265795,1209551366.4779156,203928118.59456,64397287.654104169,2948457782.651468,0.0,1625045530.4637814,45519192.791458088,60232663.68352525,950758607.0009616,1403686832.4497565 
 09/25  21:00:00,2766631338.744229,0.0,593663782.794597,767444968.8145875,74984400.0,448411296.5500608,164266338.4615381,396739862.2797197,166312768.73911143,134073233.13611795,0.0,20734687.968495944,1427241700.4441975,1242138026.8875414,152946088.94592,32157584.61073614,2894226126.343487,0.0,1571419546.6237875,38452899.82447639,54837655.132339227,980657077.9061761,1207175494.5100256 
 09/25  22:00:00,2362584050.625041,0.0,595662736.7199347,410683362.9955632,74984400.0,448411296.5500608,117333098.90109866,396739862.2797197,165377115.8235388,134073233.13611795,441952.1355014997,18876992.083505438,1500401418.083817,1334212777.762444,101964059.29728,64224581.02409296,2902065424.4757578,0.0,1462058874.365397,37518741.34848364,47089400.766634467,1047286844.1296922,1142465993.633088 
 09/25  23:00:00,2325106198.049773,0.0,545647552.1856999,410683362.9955632,74984400.0,448411296.5500608,117333098.90109866,396739862.2797197,163216928.99354945,134073233.13611795,11929278.23829497,22087184.76966827,1447842819.446304,1364712218.603827,50982029.64864,32148571.193837029,2654109013.91479,0.0,1404780594.3284837,37519230.88613717,50608568.777915719,1077143720.5828515,1056237939.3026589 
 09/25  24:00:00,2266635412.639922,0.0,529380476.6313093,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,396739862.2797197,161652931.45116715,134073233.13611795,16209082.077869149,17652955.388217048,1477654013.9933439,1393032991.0984359,20392811.859456,64228211.0354521,2570470880.808412,0.0,1356798475.131799,37518941.56146018,43903559.13148046,1100266178.1097372,1010405141.8108243 
 09/26  01:00:00,2236163200.236575,0.0,509959801.88121369,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,396739862.2797197,160891200.03253518,134073233.13611795,6126346.477813338,17445884.75365287,1476195228.4248486,1420869014.905561,20392811.859456,34933401.65983152,2474321669.1366765,0.0,1315879654.6844793,37605971.63597063,43094539.23204776,1122047378.134763,974987334.0625311 
 09/26  02:00:00,2211425505.2260525,0.0,491832420.1630423,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,396739862.2797197,160546174.33756996,134073233.13611795,0.0,17306943.634080426,1530205510.1428912,1448369641.4892824,20392811.859456,61443056.794152747,2384043688.258526,0.0,1277691907.044468,37605189.01606872,42747112.595535878,1144176767.10254,935569396.9622389 
 09/26  03:00:00,2202900378.1937167,0.0,478688769.92797896,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,396739862.2797197,160334946.00187747,134073233.13611795,4951161.05871961,17185534.11378097,1560590146.587722,1475970166.295833,20392811.859456,64227168.43243295,2316381393.6400687,0.0,1240870891.5784467,37606044.889995668,42353102.33521695,1166252979.4972339,908708902.2454043 
 09/26  04:00:00,2720776839.446065,0.0,485706573.5915577,767444968.8145875,74984400.0,536289837.963264,117333098.90109866,396739862.2797197,160185194.20204965,134073233.13611795,19254930.19387029,28764740.363798959,1447987914.892383,1395445191.3747497,20392811.859456,32149911.658177474,2346996561.9590747,0.0,1316271677.2109254,37605908.99739218,91622849.92275018,1111191144.9105058,921348920.7345702 
 09/26  05:00:00,2739435505.721355,0.0,492736489.0468004,767444968.8145875,74984400.0,539619837.963264,117333098.90109866,397654702.6848959,162059787.32539226,134073233.13611794,26503075.536544578,27025912.31265352,2161673317.876399,2046462330.7393819,50982029.64864,64228957.48837693,2381371394.590542,69872040.99602404,1008484616.957781,37606104.504502478,84748554.79932411,1618370035.2861424,934394375.7577348 
 09/26  06:00:00,3766389521.533717,0.0,504716087.0761726,1244511737.5216106,56238300.0,1089404771.5169283,117333098.90109866,403888411.89955398,160950009.56639607,134073233.13611795,31679463.72045137,23594408.19538852,1750821842.3149517,1616707199.7626434,101964059.29728,32150583.25502808,2438824441.848135,2868122.652854296,1393387125.3758996,37606074.63505955,71302977.74074413,1294955240.2471605,956703050.6547806 
 09/26  07:00:00,4319978781.912525,0.0,562991937.6924005,1605427226.1856087,0.0,1116394962.6977282,293332747.2527466,415629768.4327167,163216723.22589878,134073233.13611795,8131469.051717283,20780714.23758954,1660586478.7837883,1410484163.1492899,152946088.94592,97156226.68857816,2732724261.0784285,0.0,1674034094.1224232,64271558.29361971,54747880.3662626,1115656630.880193,1080204694.8033879 
 09/26  08:00:00,4527256017.520271,0.0,610940302.2261827,1605427226.1856087,0.0,1116394962.6977282,439999120.87911996,421264449.84333088,176155128.9421918,134073233.13611795,0.0,23001593.60999026,1536603637.7699955,1235063324.2740708,203928118.59456,97612194.90136433,2969702947.4160234,0.0,1861316383.6420582,78536201.02525509,57567965.01155869,978147086.28144,1811413692.5406297 
 09/26  09:00:00,4738353436.599117,0.0,685376373.8669847,1605427226.1856087,0.0,1089404771.5169283,586665494.5054932,427151839.1415527,186444230.63437153,134073233.13611795,0.0,23810267.612060533,1365083510.4712296,1114187318.489458,152946088.94592,97950103.03585153,3338454773.4529449,0.0,2003546399.630085,89367376.42577794,58516065.394365619,881308625.2616789,2623043610.608844 
 09/26  10:00:00,4885757546.67046,0.0,790808176.234696,1605427226.1856087,0.0,1116394962.6977282,586665494.5054932,433598935.0435883,194406072.91365663,134073233.13611795,0.0,24383445.95357003,1424042149.5042196,1004963352.5737853,254910148.24319998,164168648.68723456,4189338301.8740856,0.0,2137432419.638687,105617854.63737938,58472519.4426253,795403941.0015704,3367796675.4552538 
 09/26  11:00:00,4970532654.152412,0.0,861453366.8296985,1605427226.1856087,0.0,1116394962.6977282,586665494.5054932,440140950.87719908,197670432.7982986,134073233.13611795,0.0,28706987.122268015,1319949388.8941065,933517913.7655017,254910148.24319998,131521326.88540466,4663686449.094055,0.0,2234991448.2524416,111034219.00895688,63684886.84202616,740485310.3098356,3764536264.371476 
 09/26  12:00:00,4862287486.975154,0.0,895540397.2310085,1605427226.1856087,0.0,1116394962.6977282,439999120.87911996,446500151.7520046,199243767.01438309,134073233.13611795,0.0,25108628.07918269,1262169508.2039378,876378742.685045,254910148.24319998,130880617.27569269,4927182668.109956,0.0,2318801445.971711,96139331.48781705,58567921.316413279,698389294.4708462,3993215728.979477 
 09/26  13:00:00,5028524343.3162,0.0,934159408.8255754,1605427226.1856087,0.0,1089404771.5169283,586665494.5054932,452011085.88149526,201129066.73992405,134073233.13611795,0.0,25654056.525058278,1161498571.8581682,826028162.1023032,203928118.59456,131542291.16130497,5194755367.03287,0.0,2382773820.1123678,111034272.28500504,60478224.57264733,664883474.7640951,4218786503.1723787 
 09/26  14:00:00,5090259810.532466,0.0,985959284.4134487,1605427226.1856087,0.0,1089404771.5169283,586665494.5054932,458210089.9101634,204568491.06038005,134073233.13611795,0.0,25951219.804326245,1037584379.0546115,753303643.5997713,152946088.94592,131334646.50892015,5550273526.992543,0.0,2465400143.3154799,105617944.1712308,61133910.52727449,610256475.0806292,4518323068.456577 
 09/26  15:00:00,5115044632.620228,0.0,1004001932.7760626,1605427226.1856087,0.0,1089404771.5169283,586665494.5054932,463997588.25290188,205459774.51518304,134073233.13611795,0.0,26014611.731932597,1044447498.8380541,709419593.1342901,203928118.59456,131099787.10920397,5682226842.530677,0.0,2547866142.8391888,100201505.97105505,60758460.69224501,565257713.6698376,4633372730.85871 
 09/26  16:00:00,5133544906.077021,0.0,995973007.3735863,1605427226.1856087,0.0,1116394962.6977282,586665494.5054932,467520188.5042364,204428766.4818765,134073233.13611795,0.0,23062027.192373426,1144276500.5084098,707963990.8164698,305892177.89184,130420331.80010005,5677204536.017052,0.0,2583707253.602099,85306584.61257395,53290926.2818936,564061799.0409038,4637471163.2027649 
 09/26  17:00:00,5129455692.2859339,0.0,990697289.0738855,1605427226.1856087,0.0,1116394962.6977282,586665494.5054932,468573288.3380654,204653073.94985885,134073233.13611795,0.0,22971124.399175567,1131584746.9933446,761088255.1417806,305892177.89184,64604313.95972401,5620090856.201024,0.0,2551445507.9641487,55515789.33823035,53840147.68360919,607940576.5894141,4579210214.639437 
 09/26  18:00:00,3897532694.299693,0.0,952464371.3788631,1128360457.4785848,37492200.0,716799361.7081372,305066057.1428565,396739862.2797197,203896449.5897907,134073233.13611795,0.0,22640701.58562318,1290308341.444694,920020455.8494358,305892177.89184,64395707.70341848,4982181662.196392,0.0,1974786125.1135469,45624258.59214401,54064611.306555408,699174562.3270666,3968077729.0644547 
 09/26  19:00:00,3909964064.823802,0.0,953568246.9250152,1128360457.4785848,74984400.0,689809170.5273374,305066057.1428565,396739862.2797197,204931168.79625727,134073233.13611795,0.0,22431468.537913339,1184512124.8890627,948351827.420763,203928118.59456,32232178.873739598,4944863336.205107,0.0,1918969371.5352824,45623246.614743817,53685748.92114373,742556666.3903394,3943473716.580879 
